BitValue X,BitValue Y
1.568298883503405e-05,8.000023199425279
1.568299120259898e-05,8.000023195276032
1.568299514655709e-05,8.000023188372074
1.56829995117285e-05,8.000023180742854
1.568300493431605e-05,8.000023171283358
1.568301131707768e-05,8.000023160174184
1.5683019195068e-05,8.000023146500093
1.568303108805561e-05,8.000023125934197
1.568304633487571e-05,8.00002309970297
1.568306412242796e-05,8.000023069289378
1.568308612573492e-05,8.000023031946181
1.568311567077311e-05,8.000022982273446
1.568315369895654e-05,8.000022919106193
1.568321719089096e-05,8.000022815336481
1.568328949100146e-05,8.000022699476363
1.568337639887808e-05,8.000022562574658
1.568348670446346e-05,8.000022391712774
1.568366842436928e-05,8.000022114392191
1.56839388195628e-05,8.000021709473353
1.568423165258568e-05,8.000021281544196
1.568466929873574e-05,8.000020663271236
1.568514991622471e-05,8.000020014644344
1.568573002976645e-05,8.000019272330945
1.568645307444991e-05,8.000018404725475
1.568746053357834e-05,8.000017292612077
1.568893902041154e-05,8.000015833416519
1.569053911078975e-05,8.00001445346599
1.56923209047375e-05,8.000013110705614
1.56942179586024e-05,8.000011870447029
1.569592326564716e-05,8.000010888283084
1.569790182599141e-05,8.00000988282604
1.570000287337504e-05,8.000008942297974
1.570255844665621e-05,8.000007946778513
1.570490249771631e-05,8.000007148364656
1.570769872642358e-05,8.000006316060368
1.571159897576837e-05,8.000005324803551
1.571672744401352e-05,8.000004258305106
1.572698438050383e-05,8.000002655774953
1.574362604487296e-05,8.000000979242731
1.576583158819752e-05,7.999999602104895
1.579550928805034e-05,7.999998543253968
1.582607780139256e-05,7.999997866172023
1.586057301061513e-05,7.999997384976954
1.588866195018869e-05,7.999997115078926
1.592533661402295e-05,7.999996885258231
1.597646911537616e-05,7.999996747569614
1.603039995475218e-05,7.999996848835811
1.611107809483336e-05,7.99999697520143
1.62050508124135e-05,7.999996862392003
1.631843726420054e-05,7.999996870117706
1.649337229980413e-05,7.999996734000101
1.675678809988837e-05,7.99999592787908
1.70954067461576e-05,7.999993947574607
1.744505879902019e-05,7.999994630303014
1.789686559785351e-05,7.999995318848975
1.830722047022617e-05,7.999995406932427
1.875937234706134e-05,7.999995710916746
1.934989718802853e-05,7.999996103792042
2.000000000000003e-05,7.999996545557098
2.022235376633583e-05,7.999996679332294
2.05492475867309e-05,7.999996928897995
2.080659629123954e-05,7.999997097523892
2.132129370025683e-05,7.999997509594428
2.157864240476548e-05,7.999997805228737
2.209333981378277e-05,7.999999150656012
2.264537409265017e-05,8.000000251163263
2.292139123208387e-05,8.000000139124831
2.304144318500191e-05,8.000000118632331
2.328154709083801e-05,8.000000122951915
2.37617549025102e-05,8.000000111625482
2.472217052585458e-05,8.000000108317515
2.621089002745792e-05,8.000000100475191
2.826422251191571e-05,8.000000093136977
3.105647334902462e-05,8.000000086416257
3.51009961502461e-05,8.000000080686556
4.094864367797123e-05,8.000000075177162
4.993228041398338e-05,8.000000071070508
6.19770993765958e-05,8.000000067793261
7.729982371961606e-05,8.000000066157659
9.798678794597861e-05,8.000000064617488
0.0001243749375297737,8.000000063983776
0.0001518709777965677,8.000000063378582
0.0001857335400244004,8.000000063077188
0.0001931311792212685,8.000000062930923
0.0002079264576150047,8.000000062805006
0.0002148595607179505,8.000000062723116
0.0002287257669238421,8.00000006259312
0.0002478306041834032,8.000000062403503
0.0002800176766627596,8.00000006211757
0.0003267936458720816,8.000000061692225
0.0003934545400209217,8.000000061160831
0.0004948577240401014,8.000000060358254
0.0006194523704752991,8.00000005953709
0.0007968341453927792,8.000000058480138
0.001051284224273282,8.000000057314578
0.001411536254973012,8.000000056029693
0.001866843562411573,8.000000054988373
0.002353501940597316,8.000000054189716
0.002929886870083095,8.000000053643635
0.003063651011322709,8.000000053539225
0.003331179293801935,8.000000053376697
0.003380949592182208,8.000000053348579
0.003480490188942756,8.000000053299873
0.003542402904700191,8.000000053269488
0.003618478524513743,8.000000053231267
0.00365881362648789,8.000000053215988
0.003714148570895256,8.000000053194537
0.003767214149478599,8.000000053173027
0.003837128820225475,8.000000053150595
0.003902564303136555,8.000000053123362
0.003951282151568277,8.000000053105746
0.004,8.000000053093178
0.004001415078053247,8.000000053092531
0.004003178134012834,8.000000053092659
0.004003595026203768,8.000000053092002
0.004003792153538861,8.000000053095532
0.004004009812906937,8.000000053091801
0.004004083292489114,8.000000053093421
0.004004111072622832,8.000000053091059
0.004004166632890267,8.000000053095507
0.004004197934515647,8.000000053094034
0.004004244301766638,8.000000053097068
0.004004274523637463,8.000000053100511
0.004004304598345275,8.000000053135421
0.004004312145017342,8.000000053173979
0.004004327238361476,8.000000053212926
0.004004330885637451,8.000000053194341
0.00400433401804887,8.000000053225337
0.004004334874784922,8.000000053190918
0.004004336588257028,8.000000053169408
0.00400433851057352,8.000000053174185
0.004004340856632749,8.000000053165282
0.004004341172478281,8.000000053157404
0.004004341520223741,8.000000053143829
0.004004341647466737,8.000000053107197
0.004004341819972,8.000000052517983
0.004004341970277052,8.000000054257983
0.004004342130400186,8.000000097267712
0.004004342187993614,8.000000176439418
0.004004342232956492,8.000000524218784
0.004004342260386303,8.00000099762766
0.004004342304583554,8.000002725620362
0.004004342333977283,8.000003189518253
0.004004342374139551,7.999990320588647
0.004004342391295053,7.999969709494312
0.004004342419361928,7.999895015250009
0.004004342437504765,7.999822214669434
0.004004342457286933,7.999746403820574
0.004004342472371928,7.999815721852962
0.004004342487716662,8.000132372831967
0.004004342501726484,8.000832879008357
0.004004342519736046,8.002488729856164
0.004004342528954772,8.003479711783195
0.004004342541110401,8.004778699034512
0.004004342560108222,8.006349335283421
0.004004342577211001,8.007228796476268
0.004004342591117286,8.007594918246561
0.00400434260654205,8.007713489629966
0.004004342615089728,8.007670872311349
0.004004342627303798,8.007427026096201
0.004004342636698704,8.007050410904109
0.004004342646048459,8.00649114713254
0.004004342651641114,8.005999149489401
0.0040043426588603,8.005224252880616
0.004004342664078058,8.004622088762222
0.0040043426706747,8.003852856490246
0.00400434267764541,8.003101662832798
0.004004342685794031,8.002500271887927
0.00400434269302706,8.002339706009645
0.004004342702494719,8.002678185891085
0.004004342713316265,8.003987153951607
0.004004342722166875,8.005237537280426
0.004004342728625336,8.006158179842332
0.004004342737238356,8.007385385211567
0.004004342746271432,8.008699660441577
0.004004342756360574,8.01012859296595
0.004004342767708747,8.010579332401923
0.004004342779029072,8.007775110338258
0.004004342784787552,8.00434566687021
0.00400434279263463,7.99699339360043
0.004004342799675696,7.987239519673166
0.004004342809745398,7.967566700234565
0.00400434281756419,7.945658425813551
0.004004342824119441,7.903699657024267
0.004004342829354919,7.859037710792606
0.004004342839825875,7.773996166320926
0.004004342849353398,7.715884691124095
0.00400434285987062,7.67224073424867
0.00400434287432488,7.63023741536047
0.004004342886503693,7.604086975958358
0.004004342898980835,7.580460863113252
0.004004342909608342,7.564551153185563
0.004004342918328069,7.553197965278457
0.004004342927973975,7.541411067238404
0.004004342934159946,7.533390644009938
0.004004342941218727,7.523186595315678
0.004004342949908711,7.510847140870588
0.004004342962165243,7.497782088498687
0.004004342972628946,7.492630035977757
0.004004342986514077,7.494527513204036
0.004004343004989467,7.50916744887769
0.004004343025090313,7.537381960042769
0.004004343039719068,7.562553459063752
0.004004343053355364,7.589378201592377
0.004004343060608247,7.604031164987922
0.004004343070154761,7.623089390597223
0.004004343079573144,7.641267522759151
0.004004343088405293,7.657685926808343
0.004004343097696011,7.674002267729541
0.004004343106332503,7.688378054636197
0.004004343110415005,7.694918589119861
0.004004343117075281,7.705224841565378
0.004004343120803408,7.710825380677714
0.004004343125526446,7.717760361232616
0.004004343128794374,7.722484272404291
0.004004343132741625,7.728133618231001
0.004004343137411826,7.734798646394959
0.004004343142974272,7.742733834107595
0.004004343148079931,7.750016821488715
0.004004343152755082,7.756654184259419
0.004004343156236993,7.761721323524072
0.004004343160866848,7.769066571767122
0.004004343164478503,7.774760626121481
0.004004343169522783,7.782478580374306
0.004004343176340166,7.792445526481555
0.004004343184223906,7.803373162444807
0.004004343194313357,7.816683873308468
0.004004343204854912,7.829995093104499
0.004004343215197644,7.842687465618249
0.004004343227979537,7.857842533388894
0.004004343245259901,7.877101613681214
0.004004343266470133,7.89850280273319
0.004004343296319835,7.924180025109027
0.004004343338849159,7.952055502122444
0.004004343378865418,7.970421149369134
0.004004343425441143,7.98398948269558
0.004004343462593849,7.992162302000349
0.004004343499032057,7.998744583506431
0.004004343539433144,8.004188862746254
0.004004343568156712,8.006854951667206
0.004004343583482823,8.007897044475925
0.004004343604255077,8.008888636661306
0.004004343620554331,8.009474254731259
0.004004343642538337,8.010075088624326
0.00400434365891409,8.010462190180155
0.004004343677907676,8.010909627266905
0.004004343689474567,8.011138254980729
0.004004343702360844,8.011357124372317
0.004004343713792794,8.011464975225262
0.004004343724354835,8.011303795024659
0.004004343732560606,8.011112098608672
0.00400434373870963,8.010934212051282
0.004004343742891266,8.010782528027097
0.004004343748139442,8.010551937014336
0.004004343754213057,8.010255774417143
0.004004343761633963,8.009895443679133
0.004004343767988095,8.009628854815876
0.004004343775910433,8.009349077615695
0.004004343785195386,8.009067667010983
0.004004343796447154,8.00875161655271
0.004004343815942551,8.0081273355195
0.00400434383119554,8.007551269134167
0.004004343840751452,8.007148154201523
0.004004343853461589,8.006573306157547
0.004004343864808403,8.006039908124883
0.004004343878182973,8.005393590791041
0.004004343883033902,8.005154429541614
0.004004343889969164,8.00480800740061
0.004004343899477285,8.004332110946454
0.004004343910542792,8.003792465342844
0.004004343919250012,8.003390332915362
0.004004343930935233,8.002879209773026
0.004004343940231271,8.002512910580142
0.004004343951596437,8.002135237890295
0.004004343959899011,8.002003175443093
0.004004343969844052,8.001957742421071
0.004004343977303149,8.001958776871085
0.004004343985915221,8.00197763468068
0.004004343997243108,8.001985382016777
0.004004344011033844,8.00194188205835
0.004004344022835134,8.001638277377067
0.00400434403558744,8.000310480723048
0.004004344042298174,7.998947479304086
0.004004344050177462,7.997258674516727
0.004004344053674907,7.996668305700354
0.004004344058965752,7.995858629396706
0.004004344062947834,7.99544035271116
0.004004344069607284,7.994997372285566
0.004004344076272798,7.994717819082179
0.004004344084222795,7.994528348578053
0.004004344092836025,7.994397637819409
0.004004344102806986,7.994429930172269
0.004004344109961836,7.994534371552072
0.004004344117677469,7.9948037531097
0.004004344124208525,7.995169337507457
0.004004344130610549,7.99571498251799
0.004004344137203437,7.996400221866234
0.004004344147042603,7.997494198112426
0.004004344156350148,7.998408387923494
0.004004344167100846,7.999244025944032
0.004004344178721126,7.999842194310101
0.004004344192238456,8.000176712301689
0.00400434421107793,8.000053119180373
0.004004344227974504,7.999392683159288
0.004004344236116847,7.999085790523528
0.004004344246782894,7.99874572233041
0.004004344260401325,7.998385553871814
0.004004344273627109,7.998135717113509
0.004004344282513036,7.998016362232418
0.004004344292042107,7.997923091732532
0.004004344298297018,7.997887385577601
0.004004344305105957,7.997882100191864
0.004004344311820634,7.997900081319844
0.004004344319649835,7.997938523800123
0.004004344326926567,7.997977148216874
0.00400434433547981,7.998023243043609
0.004004344340830696,7.998051184232104
0.004004344348457227,7.998091564627751
0.004004344353411348,7.998118782317166
0.004004344358354887,7.99814583939835
0.004004344362265257,7.998166411048298
0.004004344368904239,7.998200668167573
0.004004344377243363,7.998246302516328
0.004004344387185907,7.998310669708357
0.004004344394662864,7.998373503510207
0.004004344403166331,7.998461350435742
0.004004344411500474,7.998590501267792
0.004004344419690403,7.998757624799245
0.004004344428750449,7.9989374904249
0.004004344440273413,7.999135095116238
0.004004344450875427,7.99926590890711
0.004004344464646623,7.999363220180824
0.004004344478686286,7.999380662814538
0.004004344494754369,7.999424328603507
0.004004344508154192,7.999445859255194
0.004004344521388883,7.999280429270609
0.004004344533585981,7.999059042825685
0.004004344549114643,7.998796590525806
0.004004344561939944,7.998665339268227
0.004004344579041619,7.998633618785536
0.004004344595055827,7.998717952139166
0.00400434460684143,7.99884080803129
0.004004344616610018,7.998988283769851
0.004004344625679897,7.999159824651315
0.004004344633661485,7.999323830034264
0.004004344643257804,7.999509204484441
0.004004344652372955,7.999634877021948
0.004004344660877982,7.999680756522812
0.004004344667368623,7.999661483785379
0.0040043446746478,7.999609023378954
0.004004344682007164,7.999554184305876
0.004004344690672059,7.99950042565755
0.004004344700287065,7.999460749813483
0.004004344712978626,7.999434103144377
0.004004344727320534,7.999430419170504
0.004004344744750095,7.999453564087764
0.004004344765524802,7.999497348924081
0.00400434479067828,7.999560167972413
0.004004344825502635,7.999635906297741
0.004004344869973872,7.999706583843819
0.004004344934194548,7.999760792937439
0.004004345010376872,7.99977608061102
0.004004345104364867,7.999774039614715
0.004004345222402279,7.999763753872252
0.004004345402658271,7.999763994650659
0.004004345657951314,7.99978230336735
0.004004346168537402,7.999816676394182
0.004004346915728116,7.999852350458741
0.004004347656217999,7.999876740258822
0.004004348820104942,7.999899226444332
0.00400434960076576,7.999911539333749
0.004004350681868569,7.999924320040605
0.004004352844074186,7.999941443318696
0.004004354659768833,7.999950263509459
0.004004357435337799,7.999959978593807
0.004004360671111929,7.999967077914061
0.004004364921809341,7.999973274076862
0.00400437161338351,7.999979061993169
0.00400438189742897,7.999984235817868
0.004004394257474433,7.999987417453063
0.004004406965291721,7.999989582388729
0.004004424891551351,7.999991434354897
0.004004446097413267,7.999992830202401
0.004004482290890575,7.999994289919831
0.004004529965550427,7.999995450913966
0.004004582455171236,7.999996297848784
0.004004627441060706,7.999996817227691
0.004004691702666232,7.99999737436913
0.004004754204142409,7.999997767033303
0.004004863863044265,7.999998247313274
0.004004996860962325,7.999998623632336
0.004005192624931877,7.999998959392611
0.004005430681050866,7.999999207991052
0.004005733953134461,7.999999395956614
0.00400602327672368,7.99999951302878
0.004006388592600174,7.999999611923601
0.004007090522201015,7.999999728656096
0.004007316425823314,7.999999752154963
0.004007768233067914,7.999999789702567
0.004008671847557113,7.999999840734772
0.004009335923778556,7.999999868714915
0.00401,7.999999889598187
0.004010255158905998,7.99999989309662
0.004010596674190819,7.999999897273807
0.004010859492353379,7.999999897500496
0.004011385128678498,7.999999888259853
0.004012436401328735,7.999999834993896
0.004013487772012649,7.999999688974043
0.00401378088784103,7.999999611134379
0.004014367119497791,7.999999470659049
0.0040152343437314,7.999999402839249
0.004015431999675489,7.999999437236504
0.004015827311563666,7.999999533927804
0.004015978034129022,7.999999618655868
0.004016279479259735,7.999999877824028
0.004016787556888901,8.000000512929796
0.00401749831685959,8.000001248327999
0.004017791074653557,8.000001125325714
0.004017928522717038,8.000000895236273
0.004018203418843998,8.00000034262224
0.004018696124581256,7.999999920998868
0.004018855849508618,8.000000020635346
0.004019175299363341,8.000000044715561
0.004019746060051813,7.999999998202736
0.004020546147621427,8.000000000409692
0.004021721311033778,8.000000013975113
0.004022122092432321,8.000000013125755
0.004022923655229407,8.00000001282965
0.004024526780823581,8.000000017773109
0.004027733032011927,8.000000024246267
0.00403414553438862,8.000000032359701
0.004044579871145136,8.000000039526387
0.004058602290451843,8.00000004470926
0.004077539448673521,8.000000047572771
0.004096963756691474,8.000000049063262
0.004124195352676222,8.00000004984898
0.004162814970965815,8.000000050341423
0.00421444722192581,8.000000050525806
0.004292103817600797,8.000000050730792
0.004393949139340798,8.000000050935471
0.004542530707603481,8.000000051167719
0.004714179572643779,8.000000051378469
0.00486208978632189,8.000000051525108
0.00501,8.000000051653267
0.0050125,8.00000005165391
0.005015076553546854,8.000000051652622
0.005015230411248514,8.000000051656329
0.005015307340099345,8.00000005165378
0.005015461197801005,8.000000051656752
0.005015477473924226,8.000000051655377
0.005015510026170668,8.000000051656832
0.005015574208905722,8.000000051655014
0.00501562187314751,8.000000051657013
0.005015635890788586,8.000000051656899
0.005015647185281269,8.000000051657178
0.005015650946511331,8.000000051653423
0.00501565465151779,8.000000051656761
0.005015656603362179,8.000000051660264
0.005015657127753178,8.000000051657864
0.005015658176535177,8.000000051659045
0.005015659626880511,8.000000051657345
0.005015661966352174,8.000000051657137
0.005015662405816958,8.000000051659681
0.005015662764273171,8.000000051702951
0.00501566292416198,8.00000005161559
0.005015663118201223,8.000000052736187
0.005015663245053937,8.000000051555428
0.005015663407809157,8.000000049350122
0.005015663509485963,8.000000022109099
0.005015663562400265,7.999999828299312
0.005015663611700238,7.999999692162373
0.005015663674119565,7.99999880005719
0.005015663696777789,7.999997788033117
0.005015663729688324,7.999996977691048
0.00501566375469821,8.000004231450241
0.005015663785125306,8.000046010022714
0.005015663801073257,8.000106448514533
0.005015663822479683,8.000208677699923
0.00501566383226411,8.000253990488666
0.005015663846170825,8.000305432773933
0.005015663860229164,8.000301167723897
0.005015663878462148,8.00002211303601
0.005015663892138601,7.999519965062953
0.005015663909971321,7.998586988847507
0.005015663923003436,7.997604445473343
0.005015663938598647,7.99617811330284
0.005015663958153642,7.994482755192227
0.005015663980816631,7.992806987003238
0.005015663994507989,7.992046391067359
0.005015664011185151,7.991294542176941
0.005015664020453683,7.990824856947068
0.005015664031717127,7.99034197304255
0.00501566403921935,7.99023055197387
0.005015664048777905,7.990384111015864
0.005015664055134234,7.990684083286303
0.00501566406117168,7.991274154652543
0.005015664065702832,7.991805942053894
0.005015664072943767,7.992759897804583
0.005015664079175867,7.993513408216188
0.005015664085496216,7.993988795719626
0.005015664091884122,7.993920314239177
0.005015664098548529,7.992635105608946
0.005015664102166475,7.991497008654213
0.005015664107018494,7.989733189795182
0.005015664114803707,7.986994199545551
0.005015664122008669,7.984807026760784
0.005015664128128399,7.983414689099211
0.00501566413561033,7.982271842473542
0.005015664144593736,7.981536389143601
0.005015664155220796,7.981297905368255
0.005015664172644979,7.981747536989821
0.005015664195021374,7.985106532811709
0.005015664222344772,8.014241202018502
0.00501566424687475,8.082013995790575
0.00501566426668593,8.192906469313925
0.005015664286691836,8.368123930626062
