/M2/D X,/M2/D Y
1.000000000000003e-05,4.754853620144952e-12
1.039261506919131e-05,4.754853620191863e-12
1.11175081299293e-05,4.754787921325958e-12
1.171503019500952e-05,4.754853620159466e-12
1.291007432516996e-05,4.7547879213031e-12
1.372808455849474e-05,4.754853620121589e-12
1.448846471713493e-05,4.754787921247351e-12
1.497476637707277e-05,4.754853620127765e-12
1.517357799637272e-05,4.754787921143656e-12
1.525136584085515e-05,4.754853620205472e-12
1.540694152982002e-05,4.754787921321203e-12
1.544273978276373e-05,4.754853620052883e-12
1.551433628865114e-05,4.754787921220297e-12
1.557463462185502e-05,4.754853620118903e-12
1.563116358910375e-05,4.754787920900659e-12
1.564139807414303e-05,4.75485362049797e-12
1.564651531666267e-05,4.754787921934285e-12
1.565161525796282e-05,4.754853617952551e-12
1.56535036456896e-05,4.75478791305244e-12
1.565666487000251e-05,4.754853558528904e-12
1.565743629250034e-05,4.754787768593871e-12
1.565854749664708e-05,4.754853453626281e-12
1.566030043374909e-05,4.754787299717177e-12
1.566125292333419e-05,4.754852768701074e-12
1.566172916812674e-05,4.754785940397961e-12
1.566265404402198e-05,4.75485155541038e-12
1.566287410972137e-05,4.754783489299992e-12
1.56630712427579e-05,4.754850937761786e-12
1.566324488447221e-05,4.754782248240245e-12
1.566338779406857e-05,4.754850348623601e-12
1.5663548403203e-05,4.754781032041734e-12
1.566358570190633e-05,4.754850112733441e-12
1.566366029931301e-05,4.754780956947829e-12
1.566368008408602e-05,4.75485225424311e-12
1.566371343612971e-05,4.754783116036182e-12
1.566374433577374e-05,4.754838574081323e-12
1.566378651880005e-05,4.754637533638102e-12
1.566380252371037e-05,4.754621524186343e-12
1.566382534608259e-05,4.7546005996514e-12
1.56638350952177e-05,4.754765389431314e-12
1.566384851098716e-05,4.755079085960388e-12
1.566386723385372e-05,4.756794721775218e-12
1.566388311898951e-05,4.759801194493552e-12
1.566389722118882e-05,4.760759091212473e-12
1.566391539381346e-05,4.759527490259192e-12
1.566392790308409e-05,4.758448308941265e-12
1.566394703840706e-05,4.755336900583687e-12
1.566395753315024e-05,4.753298779702561e-12
1.566397096986684e-05,4.749357193684177e-12
1.566398475312495e-05,4.746307008630149e-12
1.566399728612638e-05,4.749251742839842e-12
1.5664005675397e-05,4.749542794089027e-12
1.56640172971343e-05,4.751688817034912e-12
1.566402621197687e-05,4.753092286552444e-12
1.566403759142816e-05,4.755959855977539e-12
1.566404597846241e-05,4.757467840622997e-12
1.566405577049529e-05,4.762826505518257e-12
1.566406094419725e-05,4.764342532183464e-12
1.566406825327511e-05,4.761917374358287e-12
1.5664074166479e-05,4.758147961841113e-12
1.566408064702833e-05,4.744583345993509e-12
1.56640863382073e-05,4.732972637356949e-12
1.566409259616008e-05,4.699664129166901e-12
1.566409667129475e-05,4.686800275295123e-12
1.566410151251665e-05,4.684704580862989e-12
1.566410638852028e-05,4.683109559594219e-12
1.566411266797036e-05,4.690966303491454e-12
1.566411841750768e-05,4.700290251033055e-12
1.566412542079661e-05,4.713209551910267e-12
1.566413280561228e-05,4.725090312010741e-12
1.566414043396025e-05,4.735471680273061e-12
1.566414866558631e-05,4.743661338702858e-12
1.566415699501584e-05,4.750700081888763e-12
1.566416519060403e-05,4.756524943026102e-12
1.566417475930677e-05,4.764518332540464e-12
1.566418284223334e-05,4.775093367925093e-12
1.566419031469493e-05,4.793936726235796e-12
1.56641962779665e-05,4.816453826229136e-12
1.566420749851962e-05,4.886653680346207e-12
1.566421396432227e-05,4.94460039633157e-12
1.566422428231592e-05,5.04947519120238e-12
1.566423524228884e-05,5.16822585656851e-12
1.566424905215373e-05,5.315929098614683e-12
1.566426502491533e-05,5.621188747911791e-12
1.566428044954553e-05,5.843565619238232e-12
1.566429782548963e-05,5.708831522187716e-12
1.566431299382157e-05,5.071638257860006e-12
1.56643236067171e-05,5.024857888541491e-12
1.566432951142815e-05,4.464195078997858e-12
1.56643344344094e-05,4.083506225409715e-12
1.566433976356798e-05,3.949236101531132e-12
1.566434459417365e-05,3.813649090381368e-12
1.566435113522251e-05,3.797879239258493e-12
1.566435783011866e-05,3.81741437034247e-12
1.566436621984012e-05,3.876486017297059e-12
1.566437778177558e-05,3.965929030487078e-12
1.566439249305693e-05,4.076132131365716e-12
1.566440900857336e-05,4.196051437243495e-12
1.566442848659913e-05,4.321072922203985e-12
1.566443614777973e-05,4.361286700937648e-12
1.566444666127655e-05,4.412876079993726e-12
1.566446066761958e-05,4.475973668765794e-12
1.566447555801339e-05,4.536070609569503e-12
1.566449263632075e-05,4.596319208731308e-12
1.566452063683425e-05,4.678002393035488e-12
1.566454922648887e-05,4.738577072011333e-12
1.566457958700978e-05,4.782114830051105e-12
1.566460888789404e-05,4.807414849170288e-12
1.566464361069364e-05,4.822882607421828e-12
1.56646921401372e-05,4.829910886171149e-12
1.566475483244931e-05,4.823644414616366e-12
1.566485184205919e-05,4.805204317842119e-12
1.566497246418134e-05,4.781095938740208e-12
1.566514007608557e-05,4.761232493133372e-12
1.566537257084934e-05,4.75287009363046e-12
1.566561884172432e-05,4.751688858789147e-12
1.566592490346103e-05,4.753935895038426e-12
1.566603281148577e-05,4.754186304578805e-12
1.566613979645103e-05,4.754430918454167e-12
1.566623741187054e-05,4.754459140059611e-12
1.566633803975387e-05,4.754493680903334e-12
1.566643804807394e-05,4.754612344837608e-12
1.566647624394599e-05,4.754734906897965e-12
1.566649802465428e-05,4.754642347147267e-12
1.566653021164389e-05,4.754582740041736e-12
1.566655439710953e-05,4.754665468611568e-12
1.566659008151054e-05,4.754626286484836e-12
1.566662469353342e-05,4.754665706718463e-12
1.566664019943849e-05,4.7546604158552e-12
1.566664907570389e-05,4.754705388966289e-12
1.566666033234222e-05,4.754694488373431e-12
1.56666717407101e-05,4.754708986009219e-12
1.566668546233541e-05,4.754705398371006e-12
1.56667006312378e-05,4.754714729682489e-12
1.566672048202573e-05,4.754719548446125e-12
1.566674384678322e-05,4.754725526532506e-12
1.566677261728779e-05,4.754742666391963e-12
1.566680786616262e-05,4.754740825231422e-12
1.566685651631629e-05,4.754778577330579e-12
1.566689563159074e-05,4.754758751615924e-12
1.566694222738664e-05,4.754806880692891e-12
1.566700119052179e-05,4.754769309526369e-12
1.566709572384111e-05,4.754832147327255e-12
1.566728479047973e-05,4.75478761195832e-12
1.5667575767514e-05,4.754861786416811e-12
1.566791690271956e-05,4.754780453275786e-12
1.566842699769722e-05,4.754816581302055e-12
1.566902960608115e-05,4.754694474874113e-12
1.567002623397375e-05,4.754495806726837e-12
1.567110995945468e-05,4.75401712998638e-12
1.56721122074011e-05,4.752968400129858e-12
1.567319088819087e-05,4.750357108042846e-12
1.567444663551197e-05,4.74254648925414e-12
1.567494763779227e-05,4.736681730665819e-12
1.567594964235286e-05,4.714964614987614e-12
1.567645064463316e-05,4.695506561768823e-12
1.567745264919375e-05,4.621809261823164e-12
1.567787350908752e-05,4.566881642275672e-12
1.567871522887506e-05,4.379617962203624e-12
1.567899913600625e-05,4.284927780048185e-12
1.567956695026862e-05,4.069800237899141e-12
1.568011398080301e-05,4.195749304537583e-12
1.568083348060746e-05,1.501396722075789e-11
1.568127622788956e-05,6.465925668784061e-11
1.568142689468885e-05,1.020806121027388e-10
1.568172822828743e-05,3.306589174443833e-10
1.568198564692151e-05,8.302020463812765e-10
1.568214232182535e-05,1.230546151176429e-09
1.56823476457006e-05,1.619307520478472e-09
1.568240896833076e-05,1.653412081934263e-09
1.568253161359109e-05,1.535170464831292e-09
1.568260207764082e-05,1.306475095306906e-09
1.568267480728492e-05,1.047154178283089e-09
1.568269382480559e-05,1.028595959752549e-09
1.568273185984693e-05,9.482078297433199e-10
1.568275089710158e-05,9.149711668563573e-10
1.56827831058971e-05,8.648390133944229e-10
1.568280466833899e-05,8.297559569546301e-10
1.56828394056828e-05,7.740518954398359e-10
1.568285549403792e-05,7.48799268121497e-10
1.568287121064997e-05,7.242535317692825e-10
1.568287989738784e-05,7.107504273592649e-10
1.568288865372987e-05,6.963448282744395e-10
1.56828957064777e-05,6.858806862327312e-10
1.568290545838364e-05,6.712759471333979e-10
1.568291374875636e-05,6.587934583853712e-10
1.568292188178382e-05,6.46837224698056e-10
1.568292842136084e-05,6.372965256459272e-10
1.568293452176176e-05,6.286116229740264e-10
1.568293823195385e-05,6.231606110134726e-10
1.56829429854463e-05,6.161987400389723e-10
1.568294886680554e-05,6.076246233192236e-10
1.56829554777056e-05,5.981012824193702e-10
1.568295905212105e-05,5.929616984945223e-10
1.568296282326931e-05,5.877515743900667e-10
1.568296631820795e-05,5.830549728971836e-10
1.568296964942573e-05,5.78664954632462e-10
1.568297377114448e-05,5.734927944707019e-10
1.568297777716854e-05,5.679353625936811e-10
1.568297980514995e-05,5.650211116461551e-10
1.568298263525214e-05,5.606516032989687e-10
1.568298470184611e-05,5.576954877768e-10
1.568298883503405e-05,5.519726857702255e-10
1.568299120259898e-05,5.486868223550015e-10
1.568299514655709e-05,5.43333267726078e-10
1.56829995117285e-05,5.374671335017941e-10
1.568300493431605e-05,5.302691835983366e-10
1.568301131707768e-05,5.218931907685716e-10
1.5683019195068e-05,5.116903492701845e-10
1.568303108805561e-05,4.965863245781946e-10
1.568304633487571e-05,4.777614407140082e-10
1.568306412242796e-05,4.566122398639891e-10
1.568308612573492e-05,4.316863456690317e-10
1.568311567077311e-05,4.00303914365694e-10
1.568315369895654e-05,3.633846518038705e-10
1.568321719089096e-05,3.092472349020012e-10
1.568328949100146e-05,2.583990209050428e-10
1.568337639887808e-05,2.085867066929253e-10
1.568348670446346e-05,1.602010113105276e-10
1.568366842436928e-05,1.029019802120022e-10
1.56839388195628e-05,5.213693500960933e-11
1.568423165258568e-05,2.532773200018439e-11
1.568466929873574e-05,1.103149154864022e-11
1.568514991622471e-05,6.244120039589361e-12
1.568573002976645e-05,5.755304324761325e-12
1.568645307444991e-05,5.475569677549638e-12
1.568746053357834e-05,5.155947764200558e-12
1.568893902041154e-05,4.754168882725842e-12
1.569053911078975e-05,4.511732736779529e-12
1.56923209047375e-05,4.57452181647268e-12
1.56942179586024e-05,4.635611447802592e-12
1.569592326564716e-05,4.652314341073507e-12
1.569790182599141e-05,4.650698452346198e-12
1.570000287337504e-05,4.644110172652664e-12
1.570255844665621e-05,4.643070268573749e-12
1.570490249771631e-05,4.642853169632135e-12
1.570769872642358e-05,4.645052400521999e-12
1.571159897576837e-05,4.646958858761609e-12
1.571672744401352e-05,4.648134808139354e-12
1.572698438050383e-05,4.649927475144216e-12
1.574362604487296e-05,4.650312967184215e-12
1.576583158819752e-05,4.650909222348732e-12
1.579550928805034e-05,4.650804826101539e-12
1.582607780139256e-05,4.651033419899903e-12
1.586057301061513e-05,4.651068395038586e-12
1.588866195018869e-05,4.651057667206095e-12
1.592533661402295e-05,4.651129586027355e-12
1.597646911537616e-05,4.651076212140438e-12
1.603039995475218e-05,4.651164185806585e-12
1.611107809483336e-05,4.651087867759247e-12
1.62050508124135e-05,4.651186179098072e-12
1.631843726420054e-05,4.651094163946323e-12
1.649337229980413e-05,4.651197676840618e-12
1.675678809988837e-05,4.65109776539925e-12
1.70954067461576e-05,4.650999373872119e-12
1.744505879902019e-05,4.65109874279494e-12
1.789686559785351e-05,4.651001188831314e-12
1.830722047022617e-05,4.651099063050321e-12
1.875937234706134e-05,4.651001761682943e-12
1.934989718802853e-05,4.65109919834089e-12
2.000000000000003e-05,4.651002009798798e-12
2.022235376633583e-05,4.651099235622345e-12
2.05492475867309e-05,4.651002065758732e-12
2.080659629123954e-05,4.651099247985653e-12
2.132129370025683e-05,4.651002087582907e-12
2.157864240476548e-05,4.651099254649406e-12
2.209333981378277e-05,4.651002095295687e-12
2.264537409265017e-05,4.65109925158989e-12
2.292139123208387e-05,4.651002086371695e-12
2.304144318500191e-05,4.651099247690489e-12
2.328154709083801e-05,4.651002079015515e-12
2.37617549025102e-05,4.651099239202209e-12
2.472217052585458e-05,4.651002051336796e-12
2.621089002745792e-05,4.651099202240718e-12
2.826422251191571e-05,4.651001953921975e-12
3.105647334902462e-05,4.651099114251963e-12
3.51009961502461e-05,4.651001739041899e-12
4.094864367797123e-05,4.651098931086182e-12
4.993228041398338e-05,4.651001286580837e-12
6.19770993765958e-05,4.651098558917821e-12
7.729982371961606e-05,4.651000446255066e-12
9.798678794597861e-05,4.651097967635373e-12
0.0001243749375297737,4.650999117383024e-12
0.0001518709777965677,4.651097167454914e-12
0.0001857335400244004,4.650997469853691e-12
0.0001931311792212685,4.65109662434898e-12
0.0002079264576150047,4.650996644660746e-12
0.0002148595607179505,4.651096349005198e-12
0.0002287257669238421,4.65099612586633e-12
0.0002478306041834032,4.651095981024609e-12
0.0002800176766627596,4.650995220872368e-12
0.0003267936458720816,4.651095237160751e-12
0.0003934545400209217,4.650993581567238e-12
0.0004948577240401014,4.651094277356621e-12
0.0006194523704752991,4.651196133070267e-12
0.0007968341453927792,4.651094634850893e-12
0.001051284224273282,4.650995785149491e-12
0.001411536254973012,4.651111423121546e-12
0.001866843562411573,4.651135939802434e-12
0.002353501940597316,4.653130296456726e-12
0.002929886870083095,4.896873462935701e-12
0.003063651011322709,5.816796197934542e-12
0.003331179293801935,2.023130612865159e-11
0.003380949592182208,2.845861153808851e-11
0.003480490188942756,5.179733934910132e-11
0.003542402904700191,6.965165685459441e-11
0.003618478524513743,9.158557297912139e-11
0.00365881362648789,1.0375227731238e-10
0.003714148570895256,1.208403963510604e-10
0.003767214149478599,1.377000323187448e-10
0.003837128820225475,1.602168702384118e-10
0.003902564303136555,1.815620517520993e-10
0.003951282151568277,1.974241844693705e-10
0.004,2.133291155386949e-10
0.004001415078053247,2.137897606371202e-10
0.004003178134012834,2.143637678929572e-10
0.004003595026203768,2.144996114064189e-10
0.004003792153538861,2.145638321531054e-10
0.004004009812906937,2.14634676373763e-10
0.004004083292489114,2.146585327640867e-10
0.004004111072622832,2.146676490562044e-10
0.004004166632890267,2.146857703373113e-10
0.004004197934515647,2.146959334383347e-10
0.004004244301766638,2.147109647590179e-10
0.004004274523637463,2.147208727390611e-10
0.004004304598345275,2.147306282629204e-10
0.004004312145017342,2.147331231856334e-10
0.004004327238361476,2.14738000131215e-10
0.004004330885637451,2.147392255900635e-10
0.00400433401804887,2.147401847855286e-10
0.004004334874784922,2.147405245540983e-10
0.004004336588257028,2.147410956097637e-10
0.00400433851057352,2.147417084570592e-10
0.004004340856632749,2.147424443103318e-10
0.004004341172478281,2.147425752383033e-10
0.004004341520223741,2.147427104643269e-10
0.004004341647466737,2.147427299148653e-10
0.004004341819972,2.147427585632876e-10
0.004004341970277052,2.147428350186213e-10
0.004004342130400186,2.147429647004703e-10
0.004004342187993614,2.14742905741714e-10
0.004004342232956492,2.147428632959868e-10
0.004004342260386303,2.147429273473015e-10
0.004004342304583554,2.147429036448836e-10
0.004004342333977283,2.147429523046971e-10
0.004004342374139551,2.147430221716063e-10
0.004004342391295053,2.147431119710114e-10
0.004004342419361928,2.147432855866903e-10
0.004004342437504765,2.147433943052502e-10
0.004004342457286933,2.147432477987667e-10
0.004004342472371928,2.147427384558726e-10
0.004004342487716662,2.147418337729539e-10
0.004004342501726484,2.14740575060021e-10
0.004004342519736046,2.147383448346545e-10
0.004004342528954772,2.147384287062221e-10
0.004004342541110401,2.147387615660569e-10
0.004004342560108222,2.147404463603148e-10
0.004004342577211001,2.147427007165194e-10
0.004004342591117286,2.147439118942795e-10
0.00400434260654205,2.147448141105814e-10
0.004004342615089728,2.147454034960693e-10
0.004004342627303798,2.147461859725386e-10
0.004004342636698704,2.147448585975641e-10
0.004004342646048459,2.147420709003538e-10
0.004004342651641114,2.147387992149723e-10
0.0040043426588603,2.147365707682449e-10
0.004004342664078058,2.147363884534216e-10
0.0040043426706747,2.147366617221697e-10
0.00400434267764541,2.147383081185912e-10
0.004004342685794031,2.147461199239482e-10
0.00400434269302706,2.147518928832709e-10
0.004004342702494719,2.147602232705598e-10
0.004004342713316265,2.147717360551741e-10
0.004004342722166875,2.147630736979659e-10
0.004004342728625336,2.147653568177176e-10
0.004004342737238356,2.147631984480582e-10
0.004004342746271432,2.14762444313863e-10
0.004004342756360574,2.147611198650069e-10
0.004004342767708747,2.147433024172289e-10
0.004004342779029072,2.146894771550742e-10
0.004004342784787552,2.146629197221033e-10
0.00400434279263463,2.146141382527657e-10
0.004004342799675696,2.145685336176957e-10
0.004004342809745398,2.144923238785024e-10
0.00400434281756419,2.143910554389423e-10
0.004004342824119441,2.135504486864107e-10
0.004004342829354919,2.135954177250942e-10
0.004004342839825875,2.140023782224739e-10
0.004004342849353398,2.14244947561586e-10
0.00400434285987062,2.145195129436758e-10
0.00400434287432488,2.146536776733688e-10
0.004004342886503693,2.146533671419811e-10
0.004004342898980835,2.147002168865479e-10
0.004004342909608342,2.147549170312538e-10
0.004004342918328069,2.147464589916088e-10
0.004004342927973975,2.147324580342495e-10
0.004004342934159946,2.147138645917973e-10
0.004004342941218727,2.146777954057741e-10
0.004004342949908711,2.146957193421643e-10
0.004004342962165243,2.147831738499756e-10
0.004004342972628946,2.148453662931238e-10
0.004004342986514077,2.149344907648479e-10
0.004004343004989467,2.150075534175826e-10
0.004004343025090313,2.150486793249565e-10
0.004004343039719068,2.15059078901158e-10
0.004004343053355364,2.15070975712271e-10
0.004004343060608247,2.150556973815742e-10
0.004004343070154761,2.150320269170145e-10
0.004004343079573144,2.150131628400486e-10
0.004004343088405293,2.149931775111668e-10
0.004004343097696011,2.149682276754885e-10
0.004004343106332503,2.149502367155872e-10
0.004004343110415005,2.149412300494702e-10
0.004004343117075281,2.149281721798648e-10
0.004004343120803408,2.149213499973474e-10
0.004004343125526446,2.149129403133367e-10
0.004004343128794374,2.149073889059255e-10
0.004004343132741625,2.149009283069835e-10
0.004004343137411826,2.148934025763288e-10
0.004004343142974272,2.148849279428409e-10
0.004004343148079931,2.148777269949538e-10
0.004004343152755082,2.148715039337313e-10
0.004004343156236993,2.148669522470799e-10
0.004004343160866848,2.148610135027314e-10
0.004004343164478503,2.148569463333126e-10
0.004004343169522783,2.14851464164823e-10
0.004004343176340166,2.148442131882072e-10
0.004004343184223906,2.148365628581315e-10
0.004004343194313357,2.148281805641632e-10
0.004004343204854912,2.148219140646835e-10
0.004004343215197644,2.148168372959862e-10
0.004004343227979537,2.14809491847219e-10
0.004004343245259901,2.147969673024232e-10
0.004004343266470133,2.147796895325121e-10
0.004004343296319835,2.147589769037219e-10
0.004004343338849159,2.147342117426239e-10
0.004004343378865418,2.147195021598304e-10
0.004004343425441143,2.147119218013824e-10
0.004004343462593849,2.147162443443168e-10
0.004004343499032057,2.147216438505851e-10
0.004004343539433144,2.147205003828431e-10
0.004004343568156712,2.147205049657295e-10
0.004004343583482823,2.147208237236268e-10
0.004004343604255077,2.147208104251606e-10
0.004004343620554331,2.147225141622789e-10
0.004004343642538337,2.147244695949539e-10
0.00400434365891409,2.14726206218234e-10
0.004004343677907676,2.14728638173995e-10
0.004004343689474567,2.147288732584267e-10
0.004004343702360844,2.147296779764957e-10
0.004004343713792794,2.147292665390194e-10
0.004004343724354835,2.147245459420688e-10
0.004004343732560606,2.147267583063888e-10
0.00400434373870963,2.147267218692813e-10
0.004004343742891266,2.147260474476415e-10
0.004004343748139442,2.147253891070319e-10
0.004004343754213057,2.147257116350041e-10
0.004004343761633963,2.147272315259245e-10
0.004004343767988095,2.147288577953011e-10
0.004004343775910433,2.147304361744791e-10
0.004004343785195386,2.147316338691824e-10
0.004004343796447154,2.147320784238604e-10
0.004004343815942551,2.147325226542461e-10
0.00400434383119554,2.147325234619772e-10
0.004004343840751452,2.147327174104421e-10
0.004004343853461589,2.147330335678405e-10
0.004004343864808403,2.147335043518391e-10
0.004004343878182973,2.147340636003811e-10
0.004004343883033902,2.147343775280319e-10
0.004004343889969164,2.147347411293532e-10
0.004004343899477285,2.147352763885558e-10
0.004004343910542792,2.147359856218178e-10
0.004004343919250012,2.147364176903497e-10
0.004004343930935233,2.147370814298277e-10
0.004004343940231271,2.147376056952374e-10
0.004004343951596437,2.147381740986024e-10
0.004004343959899011,2.147386721916847e-10
0.004004343969844052,2.147391831955376e-10
0.004004343977303149,2.147395446728726e-10
0.004004343985915221,2.147399981444658e-10
0.004004343997243108,2.147404395511856e-10
0.004004344011033844,2.147409173557636e-10
0.004004344022835134,2.147414146481044e-10
0.00400434403558744,2.147419155196656e-10
0.004004344042298174,2.147420246175005e-10
0.004004344050177462,2.147423157635517e-10
0.004004344053674907,2.147423201945353e-10
0.004004344058965752,2.147424217092786e-10
0.004004344062947834,2.147425403484246e-10
0.004004344069607284,2.1474267458581e-10
0.004004344076272798,2.147428264838998e-10
0.004004344084222795,2.147430450850173e-10
0.004004344092836025,2.147431235237561e-10
0.004004344102806986,2.147432303888094e-10
0.004004344109961836,2.147433702229162e-10
0.004004344117677469,2.147434625396028e-10
0.004004344124208525,2.147435343404474e-10
0.004004344130610549,2.14743557059951e-10
0.004004344137203437,2.147436580094052e-10
0.004004344147042603,2.147438221721757e-10
0.004004344156350148,2.147438040382031e-10
0.004004344167100846,2.147438935700473e-10
0.004004344178721126,2.147439247705641e-10
0.004004344192238456,2.147439216586431e-10
0.00400434421107793,2.147440338578955e-10
0.004004344227974504,2.14744126843273e-10
0.004004344236116847,2.147440853521675e-10
0.004004344246782894,2.147439995691479e-10
0.004004344260401325,2.14744110471156e-10
0.004004344273627109,2.147440428228114e-10
0.004004344282513036,2.147441163495029e-10
0.004004344292042107,2.147440442593741e-10
0.004004344298297018,2.14744110491769e-10
0.004004344305105957,2.147440307755828e-10
0.004004344311820634,2.147441016015008e-10
0.004004344319649835,2.147440123526946e-10
0.004004344326926567,2.147440908331674e-10
0.00400434433547981,2.14743986693703e-10
0.004004344340830696,2.147440717989741e-10
0.004004344348457227,2.14744135479158e-10
0.004004344353411348,2.147440343904373e-10
0.004004344358354887,2.147440847624757e-10
0.004004344362265257,2.147440316518993e-10
0.004004344368904239,2.147440707789422e-10
0.004004344377243363,2.147439947442323e-10
0.004004344387185907,2.147439447986441e-10
0.004004344394662864,2.147438645452127e-10
0.004004344403166331,2.147438735600716e-10
0.004004344411500474,2.147435880592699e-10
0.004004344419690403,2.147434434603058e-10
0.004004344428750449,2.147434859576577e-10
0.004004344440273413,2.147434907621945e-10
0.004004344450875427,2.147436718142816e-10
0.004004344464646623,2.147438874173654e-10
0.004004344478686286,2.147439004180347e-10
0.004004344494754369,2.147434590908994e-10
0.004004344508154192,2.147436954483209e-10
0.004004344521388883,2.147444166813618e-10
0.004004344533585981,2.147443160871049e-10
0.004004344549114643,2.147439614365489e-10
0.004004344561939944,2.147438249273753e-10
0.004004344579041619,2.147435187896282e-10
0.004004344595055827,2.14743285644476e-10
0.00400434460684143,2.147430771550127e-10
0.004004344616610018,2.147430013618485e-10
0.004004344625679897,2.147429316770201e-10
0.004004344633661485,2.147428605100649e-10
0.004004344643257804,2.147428590396191e-10
0.004004344652372955,2.147431199042839e-10
0.004004344660877982,2.147433944805208e-10
0.004004344667368623,2.147436106766103e-10
0.0040043446746478,2.147436899686913e-10
0.004004344682007164,2.147436454913306e-10
0.004004344690672059,2.147436358480004e-10
0.004004344700287065,2.147435183481931e-10
0.004004344712978626,2.147434046605898e-10
0.004004344727320534,2.147434033773345e-10
0.004004344744750095,2.147433982084834e-10
0.004004344765524802,2.147433463002599e-10
0.00400434479067828,2.147433285884652e-10
0.004004344825502635,2.147433785623028e-10
0.004004344869973872,2.1474343552992e-10
0.004004344934194548,2.147434921109881e-10
0.004004345010376872,2.14743477061795e-10
0.004004345104364867,2.147436278344745e-10
0.004004345222402279,2.147437542621128e-10
0.004004345402658271,2.147437977791549e-10
0.004004345657951314,2.147439344111351e-10
0.004004346168537402,2.147441113724356e-10
0.004004346915728116,2.147442912870178e-10
0.004004347656217999,2.147446183473386e-10
0.004004348820104942,2.147450377559026e-10
0.00400434960076576,2.147452783296843e-10
0.004004350681868569,2.147457125563745e-10
0.004004352844074186,2.147463645541429e-10
0.004004354659768833,2.147468991992772e-10
0.004004357435337799,2.147478828567197e-10
0.004004360671111929,2.147489648582193e-10
0.004004364921809341,2.147503319856973e-10
0.00400437161338351,2.147525294312532e-10
0.00400438189742897,2.14755852272877e-10
0.004004394257474433,2.147598969245835e-10
0.004004406965291721,2.147640035287829e-10
0.004004424891551351,2.147698504083362e-10
0.004004446097413267,2.147767434917242e-10
0.004004482290890575,2.147886217424684e-10
0.004004529965550427,2.148040537813438e-10
0.004004582455171236,2.148211886690406e-10
0.004004627441060706,2.148357946790024e-10
0.004004691702666232,2.148566516539001e-10
0.004004754204142409,2.148770720840314e-10
0.004004863863044265,2.149127445738973e-10
0.004004996860962325,2.149560865517497e-10
0.004005192624931877,2.150197919620193e-10
0.004005430681050866,2.150973390000669e-10
0.004005733953134461,2.151959979687212e-10
0.00400602327672368,2.15290267462362e-10
0.004006388592600174,2.15409097984717e-10
0.004007090522201015,2.156377041931848e-10
0.004007316425823314,2.157112756106023e-10
0.004007768233067914,2.15858333050975e-10
0.004008671847557113,2.161524834267233e-10
