/net010 X,/net010 Y
0.004004343222009674,0.7817799617413321
0.004004343238434877,0.7817829182779102
0.00400434325857708,0.7817865438742958
0.004004343286678084,0.7817916020550451
0.004004343327955661,0.7817990320188768
0.004004343364331122,0.7818055796019775
0.004004343414248217,0.7818145646790349
0.004004343448338627,0.7818207009528676
0.004004343485611136,0.7818274100044633
0.004004343522385508,0.7818340293913768
0.004004343568021124,0.7818422438022471
0.004004343583199019,0.7818449758234188
0.004004343605960984,0.7818490729771288
0.004004343620828959,0.7818517492126121
0.004004343641491252,0.7818554684253624
0.004004343658024459,0.7818584444026394
0.004004343674932917,0.7818614879251048
0.004004343686734744,0.7818636122539426
0.004004343698660172,0.7818657588309214
0.004004343706102927,0.7818670985267756
0.004004343716718282,0.7818690092908226
0.004004343724736716,0.7818704526087876
0.004004343732073798,0.7818717732836071
0.004004343736104379,0.7818724987882636
0.0040043437416464,0.781873496352014
0.004004343747225142,0.781874500525477
0.004004343755583359,0.7818760050046746
0.004004343761697809,0.781877105605535
0.004004343769420163,0.7818784956292562
0.004004343778124595,0.7818800624270414
0.004004343788524504,0.7818819344107032
0.004004343806204395,0.781885116791
0.004004343828455348,0.7818891219626631
0.004004343837609356,0.7818907696839975
0.004004343851011696,0.7818931821051976
0.004004343862408767,0.7818952335780955
0.004004343870451536,0.7818966812764629
0.00400434387488864,0.7818974799552423
0.004004343880710398,0.7818985278716835
0.004004343889049146,0.7819000288461845
0.004004343899996858,0.7819019994344083
0.004004343907968428,0.7819034343170898
0.004004343918381002,0.7819053085803344
0.004004343929489648,0.7819073081366361
0.004004343943583976,0.7819098451157004
0.004004343954430074,0.7819117974132428
0.004004343965423375,0.7819137762075586
0.004004343972987686,0.7819151377834108
0.004004343981897991,0.7819167416384282
0.004004343992680622,0.7819186825119839
0.004004344006343776,0.7819211418796934
0.004004344018015939,0.7819232428690759
0.004004344030264687,0.78192544764372
0.004004344036902131,0.7819266423834957
0.004004344044584461,0.7819280252029798
0.004004344048168579,0.7819286703442638
0.004004344053526307,0.7819296347353308
0.004004344057180522,0.7819302924940222
0.004004344063668132,0.7819314602638093
0.00400434407020849,0.781932637528189
0.004004344077973753,0.7819340352755757
0.004004344085976326,0.7819354757386369
0.004004344095967376,0.7819372741277308
0.004004344103133138,0.7819385639648742
0.004004344111726399,0.7819401107517914
0.004004344116395022,0.7819409511039543
0.004004344122387296,0.7819420297131874
0.004004344129034955,0.781943226291961
0.004004344137477201,0.7819447458962473
0.004004344146326728,0.7819463388109535
0.004004344156479047,0.7819481662283897
0.004004344167136339,0.7819500845410858
0.004004344179410617,0.7819522939111166
0.00400434419535588,0.7819551640583614
0.004004344214498971,0.781958609814698
0.004004344222951759,0.7819601313165289
0.004004344235414595,0.7819623746270661
0.004004344244943185,0.7819640897733723
0.004004344258120556,0.7819664617000898
0.004004344269540426,0.7819685172765801
0.004004344280164579,0.781970429624204
0.004004344286646546,0.7819715963782413
0.004004344293475836,0.7819728256505502
0.004004344300167227,0.7819740301008397
0.004004344308668136,0.7819755602644918
0.004004344316070675,0.781976892721449
0.004004344324216676,0.7819783590016712
0.004004344329333045,0.7819792799481153
0.004004344335346673,0.7819803624011488
0.004004344340694189,0.7819813249539989
0.004004344350323356,0.7819830582041046
0.004004344353696078,0.7819836652941079
0.004004344358640954,0.7819845553716508
0.004004344365350376,0.7819857630676252
0.004004344372909036,0.7819871236264785
0.004004344381030882,0.7819885855587724
0.004004344388844312,0.7819899919760988
0.00400434439621573,0.7819913188314431
0.004004344404702218,0.7819928463992029
0.004004344411827425,0.7819941289365604
0.004004344421133374,0.7819958040072675
0.004004344430153404,0.7819974276127364
0.004004344441947747,0.7819995505945269
0.004004344453686026,0.7820016634847021
0.004004344467614016,0.7820041705228729
0.004004344482620181,0.7820068716325212
0.004004344497292087,0.7820095125756106
0.004004344507907055,0.7820114232698696
0.0040043445227564,0.7820140961519415
0.004004344534719202,0.7820162494563514
0.004004344548894741,0.7820188010534099
0.00400434456181024,0.7820211258431458
0.004004344579456043,0.7820243020877256
0.004004344592776668,0.7820266998002228
0.004004344602927638,0.7820285269748843
0.004004344611266317,0.7820300279370516
0.00400434462038661,0.7820316695898027
0.004004344628086452,0.7820330555612967
0.004004344637686701,0.7820347836061912
0.004004344646661844,0.7820363991318732
0.004004344655070472,0.7820379126849062
0.004004344661485366,0.7820390673659444
0.004004344668542493,0.7820403376487297
0.004004344676012806,0.7820416823049909
0.004004344684398639,0.7820431917550559
0.004004344693629816,0.7820448533668415
0.00400434470590722,0.7820470632995472
0.004004344719764028,0.7820495575249983
0.004004344736599347,0.7820525878823696
0.004004344756464396,0.7820561635913172
0.00400434478044214,0.7820604795851296
0.004004344813055232,0.7820663499418304
0.004004344854351347,0.7820737832425241
0.004004344916012834,0.7820848823101265
0.004004344988557619,0.7820979403713215
0.004004345076819071,0.7821138274328315
0.004004345186808997,0.7821336256195153
0.00400434534938806,0.782162889850866
0.004004345574815024,0.7822034667043058
0.004004346025668951,0.7822846204111853
0.004004346717096104,0.7824090772986374
0.004004347437085594,0.7825386754069761
0.004004348522377955,0.782734028031834
0.004004349284398734,0.7828711917720437
0.004004350436067707,0.7830784921871586
0.004004351542169451,0.7832775905010878
0.004004352606809843,0.7834692257717089
0.004004353066783323,0.7835520209981648
0.004004353241784634,0.7835835212341782
0.004004353591787257,0.783646521706205
0.004004353834529256,0.783690215266069
0.004004353978610643,0.7837161499158093
0.004004354179386506,0.7837522895709839
0.004004354354618101,0.7837838312582147
0.004004354473831909,0.783805289743672
0.004004354545278341,0.7838181501014507
0.004004354654211876,0.7838377581375829
0.004004354727423894,0.7838509363009873
0.004004354798612418,0.783863750235276
0.004004354837099753,0.7838706779555483
0.004004354888697195,0.7838799654950358
0.0040043549072074,0.7838832973320297
0.004004354936935503,0.7838886483905322
0.004004354962420479,0.7838932356862317
0.004004355000307534,0.7839000553560606
0.004004355010184414,0.783901833194562
0.004004355029938175,0.7839053888715649
0.004004355036889081,0.783906640034488
0.004004355046556165,0.7839083801097594
0.004004355055067396,0.7839099121313003
0.004004355063560185,0.783911440833309
0.004004355070470716,0.7839126847289205
0.004004355080563041,0.7839145013473388
0.00400435508610439,0.7839154987902484
0.004004355092125077,0.7839165825138279
0.004004355098121451,0.7839176618612207
0.004004355102838272,0.7839185108889437
0.004004355105550409,0.7839189990735927
0.004004355109349281,0.7839196828705179
0.004004355112755532,0.7839202959956936
0.004004355117120722,0.7839210817299838
0.004004355119668771,0.7839215403787277
0.004004355123103282,0.7839221585907719
0.004004355125425347,0.7839225765623666
0.004004355127884929,0.7839230192872859
0.004004355130415714,0.7839234748285157
0.004004355133668686,0.7839240603634174
0.004004355137114981,0.7839246806965773
0.004004355141784367,0.7839255211859741
0.004004355146975463,0.7839264555833773
0.004004355153365276,0.7839276057495895
0.004004355161636537,0.78392909457662
0.004004355172029338,0.7839309652808366
0.00400435518682374,0.7839336282731632
0.004004355204549341,0.7839368188814094
0.004004355226369709,0.7839407465475706
0.004004355253623837,0.7839456522907261
0.004004355294769714,0.7839530585485206
0.004004355350231565,0.783963041681747
0.004004355419983263,0.7839755969872921
0.004004355505039561,0.7839909071209218
0.004004355616003954,0.7840108807116719
0.004004355766100749,0.7840378981348144
0.004004356060591412,0.7840909064541109
0.004004356410033719,0.7841538060694707
0.004004356775308045,0.7842195554480687
0.004004357282102439,0.7843107784389485
0.004004357854372888,0.7844137871197524
0.004004358583341374,0.7845450014472809
0.00400435970662982,0.7847471933676747
0.004004361150917051,0.7850071650691848
0.004004362733619209,0.7852920514575706
0.004004364578657296,0.7856241583133368
0.004004366177665199,0.7859119797358135
0.00400436810904521,0.7862596281377545
0.004004370045139699,0.7866081251457248
0.004004373614306409,0.787250575153605
0.004004375699975068,0.7876259955121554
0.004004378388871447,0.7881099968605302
0.004004381454126762,0.7886617428171093
0.004004385332193376,0.7893597948076952
0.004004393088326605,0.7907558987888668
0.004004406722614101,0.7932100705381265
0.00400442368116274,0.7962626092931738
0.004004448598020491,0.800747643688298
0.004004479130058634,0.8062434105541096
0.004004524244444857,0.8143640000743066
0.004004568456262837,0.8223221273105651
0.004004624118916812,0.8323414050261795
0.004004674695049197,0.8414451088554
0.004004745635381771,0.854214368718794
0.004004859191757451,0.8746545163412431
0.004004972611500727,0.8950700701307843
0.004005141290917425,0.925432365136477
0.004005327286465465,0.9589115637836063
0.004005571666273687,1.002899929263591
0.004005946743345714,1.070413802228467
0.00400645353469074,1.161636244333131
0.004006659869358137,1.198776484464606
0.004007072538692931,1.273056964727556
0.004007278873360328,1.310197204859031
0.004007691542695122,1.384477685121982
0.004008516881364711,1.533038645647883
0.004009258440682355,1.666519322823905
0.00401,1.799999999999927
0.004010274301135149,1.8
0.004010639861929737,1.8
0.004010919803633183,1.8
0.004011479687040077,1.8
0.004012599453853864,1.8
0.004014024635570805,1.8
0.004015317774947653,1.8
0.004015750021288473,1.8
0.004016614513970113,1.8
0.004016895374540034,1.8
0.004017457095679876,1.8
0.004018209732587634,1.8
0.004018530978243658,1.8
0.004019173469555707,1.8
0.004020039447634592,1.8
0.004021300147714102,1.8
0.004021576214636133,1.8
0.004022128348480197,1.8
0.004023003677638905,1.8
0.004023304675442052,1.8
0.004023906671048347,1.8
0.004025000724990156,1.8
0.004026493744059775,1.8
0.004028777596652225,1.8
0.004032157841028804,1.8
0.004037180592783389,1.8
0.004047226096292559,1.8
0.004062912374316476,1.8
0.004081299584554296,1.8
0.004104597547046938,1.8
0.004132552370277264,1.8
0.004164299282878415,1.8
0.004172836690842489,1.8
0.004189911506770638,1.8
0.004195071133702072,1.8
0.00420539038756494,1.8
0.004221575531977335,1.8
0.004248287191291336,1.8
0.00428949250517514,1.8
0.004347999124319809,1.8
0.004435942295029308,1.8
0.004542451048463911,1.8
0.004705730156472544,1.8
0.004857865078236272,1.8
0.00501,1.8
0.0050125,1.350000000000096
0.00501507641863244,0.8862446461608714
0.005015230280550176,0.8585495009683735
0.005015538004385648,0.8031592105833771
0.005015589428420345,0.793902884337889
0.005015609136605387,0.7903554110304372
0.005015625853846826,0.7873463075713747
0.005015638890123313,0.7849997778036935
0.005015652010843605,0.7826380481510675
0.005015654920155021,0.7821143720962038
0.005015656991110012,0.7817416001978545
0.005015657782509625,0.7815991482674467
0.005015658932045588,0.7813922317942723
0.005015661231117512,0.780978398847924
0.005015661864998309,0.7808643003043418
0.005015662464484322,0.7807563928220174
0.005015662679306061,0.7807177249090833
0.005015663108949538,0.780640389083215
0.005015663175901311,0.7806283377640537
0.005015663309804857,0.780604235125731
0.00501566346496533,0.7805763062405888
0.005015663542962906,0.7805622666770147
0.005015663596954559,0.7805525481794453
0.005015663644135593,0.7805440555932799
0.005015663667784484,0.780539798792899
0.005015663703120958,0.7805334382275433
0.005015663730774726,0.7805284605492737
0.005015663742938892,0.7805262709994822
0.005015663760116176,0.78052317908838
0.005015663791651105,0.7805175028011273
0.005015663812852712,0.7805136865118116
0.005015663835221841,0.7805096600687265
0.005015663847417614,0.7805074648295796
0.005015663862990625,0.7805046616874862
0.00501566387739242,0.7805020693644114
0.005015663894036122,0.7804990734980439
0.005015663912348752,0.7804957772246333
0.005015663931705349,0.7804922930371634
0.005015663947198953,0.7804895041884803
0.005015663971761856,0.7804850828659535
0.005015663986589543,0.7804824138823256
0.00501566399913162,0.7804801563083541
0.005015664009470438,0.7804782953212084
0.00501566402103847,0.7804762130754264
0.005015664029757562,0.7804746436388144
0.005015664042857018,0.7804722857368158
0.005015664051503083,0.7804707294450017
0.005015664058615697,0.7804694491745807
0.005015664063962449,0.7804684867591207
0.00501566407274556,0.7804669057992266
0.005015664079161263,0.7804657509726798
0.005015664085331144,0.7804646403940194
0.005015664093809868,0.7804631142237355
0.005015664099577714,0.780462076011563
0.005015664104537382,0.7804611832713064
0.005015664109920183,0.7804602143671306
0.005015664115646027,0.7804591837151607
0.005015664122625912,0.7804579273359413
0.005015664129367582,0.7804567138352352
0.005015664137343913,0.780455278095739
0.005015664147342914,0.7804534782754462
0.00501566415941731,0.7804513048842918
0.005015664180459823,0.7804475172319125
0.005015664206395995,0.7804428487208661
0.005015664224017011,0.7804396769380297
0.005015664247048413,0.7804355312857707
0.005015664267500958,0.7804318498276637
0.005015664286048003,0.7804285113595677
0.005015664298233835,0.780426317909771
0.005015664314700042,0.7804233539925343
0.005015664325791383,0.7804213575510848
0.005015664332144568,0.7804202139777237
0.005015664337288053,0.7804192881504963
0.005015664342994055,0.7804182610700443
0.005015664348026256,0.7804173552739813
0.00501566435478415,0.7804161388529549
0.005015664362158985,0.7804148113827898
0.005015664371258865,0.780413173404287
0.005015664384342626,0.7804108183273721
0.005015664400870094,0.7804078433831749
0.005015664418623376,0.7804046477923519
0.005015664429745562,0.7804026457987807
0.005015664439328937,0.7804009207913003
0.005015664449428305,0.780399102905146
0.005015664459002195,0.7803973796048937
0.005015664474456515,0.7803945978272728
0.005015664492691901,0.7803913154578965
0.005015664521132461,0.7803861961571319
0.005015664551128791,0.780380796817719
0.005015664582607085,0.7803751307248117
0.005015664612646381,0.7803697236514289
0.005015664648433739,0.7803632819269313
0.005015664698990041,0.7803541817926913
0.005015664752303277,0.7803445854100965
0.005015664775157264,0.7803404716924487
0.005015664807457469,0.7803346576555406
0.005015664840667588,0.7803286798341775
0.00501566487732791,0.7803220809763112
0.00501566489297859,0.7803192638538385
0.005015664909805856,0.7803162349459327
0.005015664924449199,0.7803135991441996
0.005015664938338876,0.7803110990023872
