/I0/net1 X,/I0/net1 Y
0,0.7810916481188966
1.552202107467709e-11,0.7810901433173465
2.208260158188514e-11,0.7810898257359168
3.520376259630123e-11,0.7810904503290812
4.048086581141847e-11,0.7810919763145888
4.849675116819842e-11,0.7810950196392537
5.388081953697257e-11,0.7810970072042609
6.014902600618112e-11,0.7810989649217951
6.532055196137533e-11,0.7811000472256956
7.190235146526084e-11,0.7811007914028232
7.914862055929774e-11,0.781100967327361
8.789958987128132e-11,0.7811004969767305
1.007371958960563e-10,0.7810992582467958
1.150392570836574e-10,0.78109798067656
1.265145721883718e-10,0.7810996683209175
1.411277998383493e-10,0.7811061602905387
1.526003850131413e-10,0.7811164403182523
1.634664844109759e-10,0.781131396682936
1.753564346611029e-10,0.781153515872071
1.915810041191521e-10,0.7811910264880521
2.014512689541768e-10,0.7812153332313286
2.109567033864547e-10,0.7812380547346299
2.160386627692945e-10,0.7812483386940037
2.229960689164367e-10,0.7812584910307155
2.301169490240694e-10,0.7812610437999494
2.391010136582485e-10,0.781252115086284
2.462713046091363e-10,0.7812357178696248
2.554660387233044e-10,0.7812041966680152
2.662278291723712e-10,0.7811561233524568
2.794288717798082e-10,0.7810833250373651
3.042157221826728e-10,0.7809074564419524
3.36750562337454e-10,0.7805648580422407
3.734095299044267e-10,0.7797980342475865
4.184375521682042e-10,0.7777173262974342
4.505870538859588e-10,0.7742740202887661
4.978848198686712e-10,0.7632528575562239
5.193956272723389e-10,0.7543541674481764
5.505550989122795e-10,0.7360331294173671
5.634838596106186e-10,0.7260170435547648
5.846753202490819e-10,0.7055297153972255
5.996443200689188e-10,0.6869153483187648
6.16368666337781e-10,0.6614918176003114
6.362194752949595e-10,0.624216453020728
6.594511660277606e-10,0.5710805631902305
6.764217598678724e-10,0.5269756605638116
6.92485159153674e-10,0.4818524106845258
7.184915752638041e-10,0.4063415662341736
7.416764571982905e-10,0.3393395195110442
7.645847601998436e-10,0.278207927707793
7.948443325574084e-10,0.2074461495560346
8.318829660013533e-10,0.1395146624393885
8.788658657974778e-10,0.08029838486880493
9.381223730492538e-10,0.03647391397127492
9.920006548456849e-10,0.01848301650888489
1.044770052269547e-09,0.009116719707829464
1.115126088550204e-09,0.004264675827836065
1.206729830505127e-09,0.001505622122882139
1.315147908433964e-09,0.0007858110104248428
1.416906686767014e-09,0.0004088782204058315
1.534774850781441e-09,0.0002001974904850093
1.669726310536463e-09,7.539422426935485e-05
1.829278837140357e-09,2.479467609083472e-05
2.050804910132714e-09,-2.709044088603256e-07
2.328853125437092e-09,-3.022502367970749e-08
2.801907490639971e-09,7.469570586212738e-08
3.488225664493108e-09,-4.949598315505197e-08
4.860862012199382e-09,1.895245972245512e-08
6.882743025064042e-09,2.269635431415851e-08
9.591171885230604e-09,1.742048723950629e-08
1.333234723261922e-08,2.019801139788714e-08
1.843849944274275e-08,1.921543488006003e-08
2.660620406191122e-08,1.880520780575203e-08
3.928082600371408e-08,1.897517184751058e-08
6.46300698873198e-08,1.897264524143461e-08
1.153285576545312e-07,1.891719489926307e-08
2.167255331889541e-07,1.882738274932225e-08
4.195194842577998e-07,1.865433342883916e-08
8.251073863954914e-07,1.833015823639499e-08
1.636283190670874e-06,1.775561859017971e-08
3.25863479922164e-06,1.684314449299661e-08
6.503338016323172e-06,1.557754030690705e-08
1.000000000000003e-05,1.475734129406555e-08
1.040934461962046e-05,1.467325975821783e-08
1.115468621715678e-05,1.453420095070594e-08
1.181644092048774e-05,1.442625816737935e-08
1.313995032714968e-05,1.422567060884002e-08
1.380170503048065e-05,1.413408475985709e-08
1.512521443714259e-05,1.396686161267185e-08
1.531909002153492e-05,1.394389484989677e-08
1.541602781373109e-05,1.393265601696039e-08
1.545474464861489e-05,1.392810381601028e-08
1.553217831838249e-05,1.391915098617098e-08
1.558530979942223e-05,1.391302571079929e-08
1.564102717778879e-05,1.39066650156226e-08
1.564827172481655e-05,1.390581460017134e-08
1.565189399833043e-05,1.390538921221937e-08
1.565399036183588e-05,1.390516068068457e-08
1.56550385435886e-05,1.390504832573296e-08
1.565713490709404e-05,1.390480832810813e-08
1.565919574426045e-05,1.390455358815226e-08
1.566051029198321e-05,1.390450384677268e-08
1.566116756584459e-05,1.391233885194107e-08
1.566243966131079e-05,1.389843093216949e-08
1.566272328440357e-05,1.436747525179439e-08
1.566297604021314e-05,1.373504703229183e-08
1.566314161671032e-05,1.79158946071306e-08
1.566330321567225e-05,1.427720318526168e-08
1.566345751054683e-05,-4.030279930953504e-09
1.566350676240475e-05,-8.813600402281277e-08
1.566360526612061e-05,-5.666210177203466e-07
1.566363467101959e-05,-9.748461336515036e-07
1.566366718832886e-05,-2.463081124193765e-06
1.566369765237359e-05,-4.511428460041651e-06
1.566372599607671e-05,-5.963869140910976e-06
1.566374817385591e-05,3.470940594978226e-07
1.566377588709632e-05,3.803665106771925e-05
1.566379131184341e-05,9.995170626842663e-05
1.566381252331905e-05,0.0002348409283913863
1.56638218685064e-05,0.0003055909024718887
1.566383638001446e-05,0.0004172485978039821
1.566384777572698e-05,0.0004907635102324225
1.566386660594638e-05,0.0005533063860951079
1.56638790785605e-05,0.0005466247829217183
1.566389541955635e-05,0.0005083664359402433
1.566390672762171e-05,0.000469176797327615
1.566392162165423e-05,0.0003954577641263803
1.566393443017061e-05,0.0003308124738618936
1.566395401979438e-05,0.000106790256963606
1.566396714474025e-05,-0.0002613732878098964
1.566398301220738e-05,-0.000769694530759379
1.566399046036403e-05,-0.000970626398752477
1.566400089514097e-05,-0.00120938848614687
1.566400921148505e-05,-0.001310965189126064
1.56640198894662e-05,-0.00128807895624811
1.566402935421232e-05,-0.001172516398339045
1.566404029567932e-05,-0.000972822623456127
1.566404894159496e-05,-0.0008028965968279783
1.566405530833829e-05,-0.0006789924675225176
1.56640599226899e-05,-0.0005944096466365145
1.566406758648061e-05,-0.000466860026931369
1.566407330489143e-05,-0.0003827132609824898
1.56640803124443e-05,-0.0002912852669333265
1.566408550692424e-05,-0.0002303741244722578
1.566409199657861e-05,-0.000159420990053372
1.56640961981522e-05,-0.0001150898347760557
1.566410129478443e-05,-6.439809910592223e-05
1.566410592844497e-05,-2.229540010657936e-05
1.566411225995088e-05,2.756938917116984e-05
1.566411796410942e-05,6.446487662941916e-05
1.56641249533383e-05,0.0001003695422130221
1.566413220774572e-05,0.0001297308768213981
1.566414009431711e-05,0.0001545707540865851
1.566414771018433e-05,0.0001740307292089077
1.566415612170764e-05,0.0001912085617038354
1.566416413944579e-05,0.0002031467684880188
1.566417387660604e-05,0.0002108099792558581
1.566418207510822e-05,0.0002105225782863744
1.566418967684485e-05,0.0002040055919089257
1.566419565328842e-05,0.0001956598747498239
1.56642051817797e-05,0.0001793243266203662
1.56642118653811e-05,0.0001661031784544964
1.566422158345495e-05,0.0001444788907301708
1.566423213099793e-05,0.0001179369102732403
1.566424552586759e-05,8.081141506019664e-05
1.566426080244083e-05,3.026129725719457e-05
1.566427738977548e-05,-3.752961521843577e-05
1.566429287711842e-05,-8.917578999288968e-05
1.566430878015299e-05,-0.0001023427974621733
1.566431888558325e-05,-9.991116170492656e-05
1.566432512451343e-05,-9.276984856543643e-05
1.566432907175487e-05,-8.070209097018015e-05
1.56643343456641e-05,-5.389089886259358e-05
1.566433946309319e-05,-2.437390654913369e-05
1.566434569817546e-05,9.65100334204444e-06
1.566435106358767e-05,3.35728149600592e-05
1.566435829190593e-05,5.849396238114193e-05
1.566436693487671e-05,7.778354763172177e-05
1.566437772927679e-05,8.987229993036053e-05
1.566439390335018e-05,9.639624763812329e-05
1.566441044420042e-05,9.406146158320156e-05
1.566442038942486e-05,9.123046173839325e-05
1.566442929893459e-05,8.814263710198248e-05
1.566443719967097e-05,8.531273223734366e-05
1.566444745536642e-05,8.157670980717486e-05
1.56644564307064e-05,7.829353968469584e-05
1.566447087539298e-05,7.296739338328894e-05
1.566448823789308e-05,6.652370991428445e-05
1.566451534744061e-05,5.647321553487435e-05
1.566454396349671e-05,4.654550493290539e-05
1.566457450465306e-05,3.706747547848502e-05
1.566460343652818e-05,2.960480300969993e-05
1.566463699204937e-05,2.267873279922838e-05
1.566468280234771e-05,1.555953504711878e-05
1.566474127476151e-05,9.525485648119453e-06
1.566483515139208e-05,3.861160928937301e-06
1.566495075636178e-05,1.235539377263266e-06
1.566510853234803e-05,-3.229267038182422e-08
1.566532500989562e-05,5.017435154054317e-09
1.566558385936897e-05,3.075267690271525e-08
1.566590305516425e-05,2.486499097111826e-08
1.566602157541792e-05,2.35778372766582e-08
1.566612972301604e-05,2.16163337745793e-08
1.566623005332107e-05,2.019113464852659e-08
1.566632949281874e-05,1.94198697742338e-08
1.56664003719646e-05,1.901382475247356e-08
1.566648731735378e-05,1.842060626841075e-08
1.566650638742583e-05,1.838062411339824e-08
1.566654175345009e-05,1.83088695843888e-08
1.566656874013497e-05,1.815993888226028e-08
1.566661006346442e-05,1.819579707094495e-08
1.566662350206744e-05,1.844344115817505e-08
1.566663608675784e-05,1.766610865018777e-08
1.566664383147172e-05,1.726280156739702e-08
1.566665357683298e-05,1.700616998341512e-08
1.566666797113696e-05,1.692963329168607e-08
1.566668017542168e-05,1.706612804102915e-08
1.566669397996744e-05,1.727260384369101e-08
1.566671238521249e-05,1.750843780649249e-08
1.566673478780213e-05,1.765213233917992e-08
1.566676222463124e-05,1.768341786850883e-08
1.566679636659132e-05,1.758244070536482e-08
1.566683843218163e-05,1.714944343186985e-08
1.566688237171146e-05,1.673004239582902e-08
1.56669275789772e-05,1.652164911311249e-08
1.566697669242104e-05,1.650370894194669e-08
1.566705530024066e-05,1.643614143942322e-08
1.566721251587988e-05,1.613022592165385e-08
1.566747737048124e-05,1.569855260024756e-08
1.566780486889813e-05,1.532589912257682e-08
1.566827204235548e-05,1.497026210406392e-08
1.566881475290241e-05,1.468616091182838e-08
1.566969856237115e-05,1.443373553031015e-08
1.567075112128745e-05,1.424276628760546e-08
1.567173348022431e-05,1.416951763278342e-08
1.56727575437592e-05,1.409958805335099e-08
1.567393793762503e-05,1.405004247188869e-08
1.567568130390149e-05,1.40022454269198e-08
1.567715016762602e-05,1.398447246203878e-08
1.567767193700212e-05,1.397646936719689e-08
1.567871547575432e-05,1.396447276419031e-08
1.567991855761681e-05,1.395440220927901e-08
1.568102890165438e-05,1.394793197190893e-08
1.568168679002395e-05,1.394402680815408e-08
1.568266865249609e-05,1.393927076453178e-08
1.568291736496495e-05,1.393823422599847e-08
1.568330270689735e-05,1.393659961705667e-08
1.568349816241879e-05,1.393577458222832e-08
1.568378417058919e-05,1.393449975581444e-08
1.568400821609102e-05,1.393382402374842e-08
1.568426968174094e-05,1.393337465109213e-08
