/M2/D X,/M2/D Y
0.01901103846844729,8.357498921381004e-09
0.01901103894198778,8.357498941197082e-09
0.01901103958518546,8.357498925722515e-09
0.01901104009546335,8.357499062648425e-09
0.01901104033220182,8.357499162603616e-09
0.01901104074330014,8.357499145481292e-09
0.01901104125773237,8.357499113460634e-09
0.01901104228659682,8.357499271336832e-09
0.01901104322285255,8.35749940521767e-09
0.01901104456710014,8.357499462885895e-09
0.01901104717796973,8.35749974006255e-09
0.01901104962998457,8.357499911892588e-09
0.01901105418669719,8.35750040383609e-09
0.01901106026096564,8.357500858839341e-09
0.01901106898228534,8.357501645191848e-09
0.01901107129621185,8.35750183959857e-09
0.01901107592406488,8.357502222152851e-09
0.01901108517977093,8.357503072699529e-09
0.01901109786857777,8.357504179858645e-09
0.01901110775505109,8.357505084837644e-09
0.01901112002373777,8.357506139286487e-09
0.019011132747416,8.357507336600144e-09
0.01901114863563088,8.357508728588115e-09
0.01901117507882605,8.357511174047365e-09
0.01901120321276786,8.357513656272037e-09
0.01901125948065148,8.357518924001476e-09
0.01901131464847415,8.357523975704726e-09
0.01901140064653976,8.35753224324341e-09
0.01901151595142216,8.357543536684335e-09
0.01901163649765835,8.357556096446293e-09
0.01901167593511868,8.357560330735272e-09
0.01901175481003935,8.357569489566986e-09
0.01901191255988068,8.357590172688423e-09
0.01901197235216522,8.357599164415622e-09
0.0190120919367343,8.35761797942449e-09
0.01901223814042513,8.357631966572054e-09
0.01901240402901126,8.357631276105296e-09
0.01901256175105029,8.35762625255331e-09
0.01901273680954635,8.357623026785495e-09
0.01901297142051791,8.357625692718575e-09
0.01901334754942351,8.357639683248491e-09
0.01901377691002953,8.357662091099766e-09
0.01901416759033303,8.357687172372398e-09
0.0190145226536226,8.357711900473088e-09
0.01901463862515886,8.357720216608865e-09
0.01901470047179053,8.357724795081157e-09
0.01901472736547187,8.357726725746069e-09
0.01901477042010361,8.357729919287257e-09
0.01901477953829406,8.357730559251961e-09
0.01901478205159616,8.357730746586034e-09
0.01901478707820035,8.357731096655459e-09
0.01901479208173219,8.357731424104777e-09
0.0190148014375981,8.357732143927402e-09
0.01901480276083112,8.357732182925851e-09
0.01901480540729717,8.3577323737021e-09
0.01901480608059716,8.357732421095745e-09
0.01901480674258662,8.357732490303326e-09
0.01901480717096659,8.357732492526796e-09
0.0190148077291649,8.357732437812072e-09
0.01901480795386383,8.357732562769332e-09
0.01901480810939455,8.357732568191953e-09
0.0190148082404377,8.35773259792318e-09
0.01901480834361256,8.357732600495061e-09
0.01901480839522473,8.357732600956636e-09
0.01901480847572897,8.357732678910816e-09
0.01901480852919031,8.357732692522991e-09
0.01901480860382507,8.357732567666304e-09
0.01901480864533834,8.357732634322086e-09
0.01901480870472245,8.35773256488613e-09
0.01901480872583578,8.357732444409158e-09
0.01901480875676737,8.357732403500572e-09
0.01901480878096019,8.357732319068512e-09
0.01901480881176119,8.357732290707696e-09
0.01901480883911034,8.357732436015204e-09
0.01901480887740487,8.35773261635928e-09
0.01901480895224428,8.357732785551747e-09
0.01901480905483964,8.357732896348779e-09
0.01901480918990525,8.357732750728555e-09
0.01901480937807848,8.357732527405424e-09
0.01901480953236217,8.357732748361133e-09
0.01901480971330962,8.357732838727379e-09
0.0190148098754276,8.357732788213588e-09
0.01901481017255286,8.35773265431098e-09
0.01901481035382584,8.357732686830757e-09
0.01901481059169002,8.357732832043301e-09
0.01901481091162217,8.357732753297797e-09
0.01901481132084447,8.357732753798186e-09
0.01901481213928906,8.35773285678719e-09
0.01901481347224671,8.357733024386655e-09
0.01901481490769502,8.357733072096462e-09
0.01901481692610033,8.357733298422387e-09
0.01901481909550664,8.357733392063232e-09
0.01901482204746491,8.35773360507072e-09
0.01901482565209232,8.357733903525592e-09
0.01901483165574052,8.357734467360888e-09
0.01901484197830224,8.357735189922642e-09
0.01901484416377317,8.357735313471967e-09
0.01901484853471504,8.357735681048656e-09
0.01901485502353331,8.357736208720497e-09
0.01901486242068847,8.35773673924165e-09
0.01901487290775554,8.35773758806524e-09
0.01901489388188969,8.357739100407769e-09
0.01901491395156112,8.357740581103551e-09
0.01901494328086168,8.357742806571199e-09
0.01901500193946282,8.357747224902317e-09
0.01901505034305765,8.35775087207355e-09
0.01901514715024732,8.357758129342871e-09
0.01901526971455403,8.357767619970818e-09
0.01901531902004476,8.357771341690981e-09
0.01901541763102621,8.357779202344999e-09
0.01901551422010966,8.357787072771521e-09
0.01901562554365482,8.357796011139202e-09
0.01901565518120478,8.357798315736874e-09
0.01901571445630471,8.357803129766195e-09
0.01901581072098483,8.357810907756794e-09
0.01901593013682431,8.357820390662451e-09
0.0190161524960924,8.357838413593717e-09
0.0190165972146286,8.357875208415819e-09
0.01901742135333018,8.357946011740239e-09
0.01901883407421261,8.358073947241853e-09
0.01902090802647267,8.3582762767707e-09
0.01902422512067147,8.358635454316231e-09
0.01902958586468224,8.359301717522285e-09
0.01904022173967647,8.360973086956847e-09
0.0190532870171998,8.3635658189744e-09
0.01906658354494264,8.366867817587864e-09
0.01908529085920989,8.372563093104445e-09
0.01911128266800572,8.382573066448371e-09
0.01914557289907124,8.3992180575893e-09
0.01919717380117339,8.43111647249217e-09
0.01926468018939838,8.483828729270736e-09
0.01936738589753319,8.583264014660206e-09
0.01950180387858033,8.74160802099694e-09
0.01966230159216007,8.956271401317316e-09
0.01985036479032157,9.23654524800263e-09
0.02001,9.485965359895703e-09
0.0200125,9.489971834689576e-09
0.02001508334526944,9.49410194533674e-09
0.02001523699072977,9.494347610406143e-09
0.02001531381345994,9.494470481767528e-09
0.02001535222482502,9.494531875120687e-09
0.02001542904755518,9.494654640953991e-09
0.02001548604909566,9.494745871571758e-09
0.02001556178847507,9.494866923790992e-09
0.02001561168363972,9.494946775042094e-09
0.02001562547635783,9.494968759702118e-09
0.02001564667272536,9.495002726997728e-09
0.02001565111162332,9.495009760696472e-09
0.02001565697576286,9.495019202915838e-09
0.02001565748307218,9.495020091090838e-09
0.02001565849769081,9.495021636682997e-09
0.02001566007730437,9.495024223233091e-09
0.02001566184755947,9.495026993562229e-09
0.02001566231966208,9.495027653107558e-09
0.02001566278942464,9.495028499724211e-09
0.02001566297273768,9.495028774382384e-09
0.02001566312906553,9.495029042858088e-09
0.02001566333644207,9.495029286578716e-09
0.02001566348329839,9.49502960932078e-09
0.02001566354100386,9.495029772020121e-09
0.02001566359589645,9.495029789410842e-09
0.02001566366691901,9.495029949659634e-09
0.02001566368922328,9.495029940425659e-09
0.02001566372357235,9.495029986805903e-09
0.02001566375966293,9.495030032429908e-09
0.02001566379343656,9.495030057065241e-09
0.02001566381683912,9.49502996971743e-09
0.02001566383988306,9.495030110907167e-09
0.02001566385167785,9.495030092055264e-09
0.02001566386890896,9.495029223255567e-09
0.02001566388282142,9.495029174745032e-09
0.02001566390001004,9.495029655175845e-09
0.02001566391162505,9.495030012115085e-09
0.02001566392645917,9.495031327362245e-09
0.02001566394156174,9.495031767939904e-09
0.02001566396279691,9.495032599931167e-09
0.02001566397448797,9.495033354362873e-09
0.02001566399175182,9.495036730492296e-09
0.02001566400250174,9.495038598752563e-09
0.02001566401308509,9.495035619287627e-09
0.0200156640235352,9.495035807922643e-09
0.02001566403381231,9.495034424248132e-09
0.0200156640429628,9.495034058039423e-09
0.02001566405282579,9.495034024469835e-09
0.02001566405737768,9.495038303617101e-09
0.02001566406333069,9.495036360551235e-09
0.02001566406932554,9.49503569388897e-09
0.02001566407622312,9.495028959063299e-09
0.02001566408169735,9.495019349910514e-09
0.02001566408872258,9.495004037879928e-09
0.02001566409245461,9.494983895427756e-09
0.02001566409767138,9.494961453964498e-09
0.02001566410200517,9.494958179661103e-09
0.02001566410732879,9.494957808659178e-09
0.02001566411233164,9.494961664209813e-09
0.0200156641188442,9.494970776491107e-09
0.02001566412535756,9.494980700975523e-09
0.02001566413303503,9.494991840762727e-09
0.0200156641421328,9.495002629058634e-09
0.02001566415306185,9.49501127808828e-09
0.02001566417063937,9.495023362897025e-09
0.02001566419338191,9.495058769849244e-09
0.0200156642159742,9.495195101785298e-09
0.02001566424079422,9.495475983034848e-09
0.02001566426050225,9.495766232730314e-09
0.02001566428157523,9.496261731763047e-09
0.02001566429766712,9.496173949893412e-09
0.02001566431514649,9.495581687707898e-09
0.02001566432615463,9.495524363704215e-09
0.02001566433264337,9.494847529731342e-09
0.02001566433771368,9.494549346278785e-09
0.02001566434389982,9.494448421457887e-09
0.02001566434893729,9.494343106184517e-09
0.02001566435590745,9.494336637946032e-09
0.02001566436382651,9.494358637119471e-09
0.0200156643735873,9.49440353344752e-09
0.02001566438803291,9.494478762282572e-09
0.02001566440479134,9.494558378162781e-09
0.02001566442380108,9.494644499821659e-09
0.0200156644341292,9.4946814215379e-09
0.02001566444232373,9.494709333199819e-09
0.02001566445516863,9.494747372225062e-09
0.02001566446529752,9.49477527397884e-09
0.02001566448437651,9.494822849130384e-09
0.02001566450599384,9.494868994430511e-09
0.02001566452532683,9.494904866298516e-09
0.02001566454266348,9.494930446925143e-09
0.02001566455895819,9.494950252294806e-09
0.02001566457687928,9.494967813784382e-09
0.02001566459924853,9.494984382602962e-09
0.02001566462242861,9.494997226144933e-09
0.02001566464772802,9.495007050221803e-09
0.02001566465839929,9.495010347639878e-09
0.02001566467332452,9.495014241144408e-09
0.02001566468394481,9.495016457690271e-09
0.02001566469870643,9.495018929032332e-09
0.02001566471002143,9.4950205665238e-09
0.02001566472216076,9.495022037623877e-09
0.02001566473136433,9.495022977317367e-09
0.02001566473819807,9.495023581035137e-09
0.02001566474279528,9.495023997671321e-09
0.02001566474849267,9.495024419687927e-09
0.02001566475517035,9.495024928891523e-09
0.02001566476204798,9.495025453690861e-09
0.02001566476599834,9.495025611711064e-09
0.02001566477389907,9.495026010721829e-09
0.02001566477880408,9.495026309697325e-09
0.02001566478644894,9.495026704957984e-09
0.02001566479524136,9.495027031147804e-09
0.02001566480455064,9.49502731243165e-09
0.02001566481574085,9.495027719600864e-09
0.02001566482589162,9.495028012707874e-09
0.02001566483142541,9.495028122944973e-09
0.02001566483980537,9.495028307853328e-09
0.02001566484664574,9.495028417008249e-09
0.02001566485404142,9.495028425048558e-09
0.02001566485776867,9.495028571019895e-09
0.02001566486091203,9.495028654743252e-09
0.02001566486316696,9.495028625470169e-09
0.02001566486592331,9.495028559298471e-09
0.02001566487040893,9.495028706638473e-09
0.02001566487410812,9.495028740543928e-09
0.02001566487773418,9.495028801946263e-09
0.02001566488307762,9.495028953055872e-09
0.02001566488940929,9.495028953202911e-09
0.02001566489747158,9.495029075154357e-09
0.020015664904782,9.495029123828608e-09
0.02001566491781437,9.495029225893792e-09
0.0200156649242035,9.495029274069341e-09
0.02001566493324045,9.495029263957035e-09
0.02001566494073816,9.495029359973987e-09
0.02001566495054735,9.495029424243687e-09
0.02001566496088189,9.495029431853567e-09
0.02001566497152796,9.495029554990717e-09
0.02001566497699133,9.495029470796886e-09
0.02001566498582931,9.495029424257842e-09
0.02001566499134634,9.495029505117284e-09
0.02001566499741117,9.495029483686714e-09
0.02001566500363484,9.495029529678664e-09
0.02001566500990311,9.495029531984114e-09
0.02001566501473964,9.495029550555432e-09
0.02001566501874551,9.495029569204821e-09
0.02001566502191692,9.495029563768544e-09
0.02001566502692817,9.495029596154285e-09
0.02001566503171378,9.495029579943796e-09
0.02001566503663044,9.495029623877369e-09
0.02001566504105657,9.49502958787038e-09
0.02001566504607763,9.495029640043277e-09
0.02001566505211032,9.495029601643162e-09
0.02001566505759157,9.495029680361595e-09
0.02001566506166753,9.495029625466649e-09
0.020015665067781,9.49502971979301e-09
0.02001566507337769,9.4950296390144e-09
0.02001566508189569,9.495029740391692e-09
0.02001566508897057,9.495029636779508e-09
0.02001566509736394,9.495029731839389e-09
0.02001566510530103,9.495029588128836e-09
0.02001566511403938,9.495029534616329e-09
0.02001566512104752,9.495029544723268e-09
0.02001566513189247,9.495029618364294e-09
0.02001566514236192,9.495029696734699e-09
0.02001566515322176,9.495029762225563e-09
0.0200156651595764,9.495029900175241e-09
0.02001566516808046,9.49503001967834e-09
0.02001566517474487,9.495030099023788e-09
0.02001566518348702,9.495029990019108e-09
0.02001566519060764,9.495030026458538e-09
0.0200156652011438,9.49503005649161e-09
0.02001566521274823,9.495029950146249e-09
0.02001566522751981,9.495029933185065e-09
0.02001566524425056,9.495029936446502e-09
0.02001566526450007,9.495029967911741e-09
0.02001566528984798,9.495030042277586e-09
0.02001566532100279,9.495030232392606e-09
0.02001566536667849,9.495030277794417e-09
0.02001566542896661,9.495030387823583e-09
0.02001566555354285,9.495030828233517e-09
0.02001566570952557,9.495031335737642e-09
0.02001566587156555,9.495031721407775e-09
0.02001566606270003,9.495032174371576e-09
0.02001566614092045,9.495032443115475e-09
0.02001566626288443,9.495032803200574e-09
0.0200156663624453,9.495033007983504e-09
0.02001566642755885,9.495033166690038e-09
0.02001566646829037,9.495033269766045e-09
0.02001566649754982,9.495033393079912e-09
0.02001566651760875,9.495033382568579e-09
0.02001566654350161,9.495033404814698e-09
0.02001566657304503,9.495033505364988e-09
0.02001566661163145,9.495033659662757e-09
0.02001566663126112,9.495033597433003e-09
0.02001566664334272,9.495033679723142e-09
0.02001566665095764,9.495033688922745e-09
0.0200156666606121,9.4950337775244e-09
0.02001566667110632,9.495033738324913e-09
0.02001566668337582,9.495033677889236e-09
0.02001566669633475,9.4950337969005e-09
0.02001566671438139,9.495033809278616e-09
0.02001566673520352,9.495033888485609e-09
0.02001566676110198,9.495034011281371e-09
0.02001566679265546,9.495034024269258e-09
0.02001566683231242,9.495034113078516e-09
0.02001566686778284,9.495034204390748e-09
0.02001566691331164,9.495034279962136e-09
0.02001566695837689,9.495034414456258e-09
0.0200156670227983,9.49503453737212e-09
0.02001566715164111,9.495034854855354e-09
0.02001566733374845,9.495035264550534e-09
0.02001566764111483,9.495035910486294e-09
0.02001566801681729,9.495036710958891e-09
0.02001566849306917,9.495037582548638e-09
0.02001566918021449,9.49503890520319e-09
0.02001567013694772,9.495040464301239e-09
0.02001567116786813,9.495042047632643e-09
0.02001567214786741,9.495043714540421e-09
0.02001567326800234,9.495045566156899e-09
0.02001567473594831,9.495047781252202e-09
0.02001567643955265,9.495050518721663e-09
0.02001567971100772,9.4950555909606e-09
0.02001568368156406,9.495061787929306e-09
0.02001569026457915,9.495072354004174e-09
0.02001570011682794,9.495088082682812e-09
0.02001571206302187,9.495107337434804e-09
0.02001573034219746,9.49513672071075e-09
0.02001575041323612,9.495168924902234e-09
0.02001575798273526,9.495180993500211e-09
0.02001577312173355,9.495205333810072e-09
0.02001580339973012,9.495253882349766e-09
0.02001583386112556,9.495302736491133e-09
0.02001584858148148,9.495326347154486e-09
0.02001587106321123,9.495362370714193e-09
0.02001591108833116,9.495426448040514e-09
0.02001595382616217,9.495494677722232e-09
0.02001602479112362,9.495607705641645e-09
0.02001610356228027,9.495732795751644e-09
0.02001623226168789,9.495936840776374e-09
0.02001637741505433,9.496166759410313e-09
0.02001660567744535,9.496528663304087e-09
0.02001686144521951,9.496935096221917e-09
0.02001720982366698,9.497489648352439e-09
0.02001758762534219,9.498091591753814e-09
0.02001798324894789,9.498721516960938e-09
0.02001839169859567,9.499370638216289e-09
0.02001854766439277,9.499618229978871e-09
0.02001885959598696,9.500112955293987e-09
0.02001919767485423,9.500648731509315e-09
0.02001928443679367,9.500786188120965e-09
0.02001945796067255,9.501060980651782e-09
0.02001972898033628,9.50148984854226e-09
0.02002,9.501918530074242e-09
0.02002017899697078,9.502201271594617e-09
0.02002038662421859,9.50252920694182e-09
0.02002055029104574,9.502787682011506e-09
0.02002087762470004,9.503304159015451e-09
0.02002099271687149,9.503485713823742e-09
0.02002122290121441,9.503848477587753e-09
0.02002160332617958,9.504447833512925e-09
0.02002208272745611,9.505202133547276e-09
0.02002263832113021,9.506075383245351e-09
0.02002345970405279,9.507364120203733e-09
0.02002502725624358,9.509816771159823e-09
0.02002709494695313,9.513038126028108e-09
0.02003002662298421,9.517579173214773e-09
0.02003435444565078,9.524226516136015e-09
0.02004051674458935,9.533578261163706e-09
0.02004907523006277,9.546347642237199e-09
0.0200604238651907,9.562899062587726e-09
0.02007487322990071,9.583356146579442e-09
0.02009478422547264,9.610467548720165e-09
0.02012025956403364,9.64339384624101e-09
0.02015589620877545,9.686403573911927e-09
0.02020157983096564,9.736635038677251e-09
0.02026519258553574,9.798663824233337e-09
0.02034613014483276,9.865558284061993e-09
0.02045976034541673,9.941893659212812e-09
0.02060104031282987,1.001265362158435e-08
0.02080023763403967,1.008300781713664e-08
0.02105631137415198,1.013544292781163e-08
0.02141070693733986,1.017395863822067e-08
0.02186328677393812,1.018638901946394e-08
0.02235172877137875,1.018434999541413e-08
0.02292995984980898,1.017007020995063e-08
0.02346497992490449,1.015411314270904e-08
0.024,1.01367467245016e-08
0.024000625,1.013672361653065e-08
0.02400088130031239,1.013671557238631e-08
0.02400121277361311,1.013670469565042e-08
0.02400146146488293,1.01366964289931e-08
0.02400161669804208,1.013669138735747e-08
0.02400183297403581,1.013668418020298e-08
0.02400188348002167,1.013668261134831e-08
0.02400198449199338,1.013667911334095e-08
0.02400200504176989,1.013667848288233e-08
0.0240020461413229,1.013667698057195e-08
0.02400209059131519,1.013667503763233e-08
0.02400215793015447,1.013667218216164e-08
0.02400220892660259,1.013666994515895e-08
0.02400227782528483,1.013666723515342e-08
0.02400240055024992,1.013666237450901e-08
0.0240025970218373,1.013665545957992e-08
0.0240026870371172,1.013665239397713e-08
0.02400286706767699,1.013664668052507e-08
0.02400322712879658,1.013663637506092e-08
0.02400336422424523,1.013663267922125e-08
0.02400363841514254,1.013662542039784e-08
0.02400408004324914,1.013661434493188e-08
0.02400414181499813,1.013661274332295e-08
0.02400417270087262,1.013661206127729e-08
0.02400420417413541,1.013661122753846e-08
0.02400424619834578,1.013661019644963e-08
0.02400427636695973,1.01366094877354e-08
0.0240043228265213,1.01366084582885e-08
0.02400432964533582,1.013660821433349e-08
0.02400433305474308,1.013660816629571e-08
0.02400433500635825,1.013660808669652e-08
0.0240043382076155,1.013660791603319e-08
0.02400434011916413,1.013660796504817e-08
0.02400434078536267,1.013660793724543e-08
0.02400434124010565,1.013660793839131e-08
0.02400434146433137,1.013660789444248e-08
0.02400434165267626,1.013660792857718e-08
0.02400434182075162,1.013660787615566e-08
0.02400434196036861,1.013660792125761e-08
0.02400434211998902,1.013660786165665e-08
0.02400434218093521,1.013660791578216e-08
0.02400434222417186,1.013660785206995e-08
0.02400434225184102,1.013660791135638e-08
0.02400434229611904,1.013660783978035e-08
0.02400434232556382,1.013660791035679e-08
0.02400434236572498,1.013660792188473e-08
0.02400434238326149,1.013660806405879e-08
0.02400434241176752,1.013660841394422e-08
0.02400434243049868,1.01366084075641e-08
0.02400434245062808,1.013660822826507e-08
0.02400434246544918,1.013660760377409e-08
0.02400434248134223,1.013660648614783e-08
0.02400434250049177,1.01366043373052e-08
0.02400434251739003,1.013660249005352e-08
0.02400434252675941,1.013660393598329e-08
0.02400434253883188,1.013660477143514e-08
0.02400434255596305,1.013660603273663e-08
0.02400434257104725,1.013660743612925e-08
0.02400434258433218,1.013660848504006e-08
0.02400434259441886,1.013660997567011e-08
0.02400434260205174,1.013661067337986e-08
0.02400434261452459,1.013661222217976e-08
0.02400434262380712,1.013661292770275e-08
0.02400434263272062,1.013661335747669e-08
0.02400434263849155,1.013661237515823e-08
0.02400434264644115,1.013661133466816e-08
0.02400434265265166,1.013661231816503e-08
0.02400434265857858,1.013661280854307e-08
0.02400434266575619,1.013661393631874e-08
0.02400434267389875,1.013662040644319e-08
0.02400434268095849,1.013662575387136e-08
0.02400434269031304,1.01366325843176e-08
0.02400434270213155,1.013664469244588e-08
0.02400434271105689,1.013663696478655e-08
0.02400434271750024,1.013663873310474e-08
0.02400434273024909,1.013663624902245e-08
0.02400434273968113,1.013663460617918e-08
0.02400434275297051,1.013662419926265e-08
0.02400434276749298,1.013656900112339e-08
0.02400434278122924,1.013649242316768e-08
0.0240043427926304,1.013641826795901e-08
0.02400434280482366,1.013631374778632e-08
0.0240043428104018,1.013598516325349e-08
0.02400434281988246,1.013531310829258e-08
0.02400434282631523,1.013572573862198e-08
0.02400434283616735,1.013609093491981e-08
0.02400434284625869,1.013634584652752e-08
0.02400434286126425,1.013646380849547e-08
0.02400434287182303,1.013651952975324e-08
0.02400434288520802,1.013653496516755e-08
0.02400434289224188,1.013657144422776e-08
0.02400434290367822,1.013658489418807e-08
0.02400434291226022,1.013658301343286e-08
0.02400434291812662,1.013656744107244e-08
0.02400434292343363,1.013654701777256e-08
0.02400434293070577,1.013651802986204e-08
0.02400434293819192,1.013653189873115e-08
0.02400434294856979,1.013659868178812e-08
0.02400434295903732,1.013665722404505e-08
0.02400434297269062,1.013674375902706e-08
0.02400434298504176,1.013679641503617e-08
0.02400434299943666,1.013684260214649e-08
0.02400434300706802,1.013685720804612e-08
0.02400434301758683,1.013686975766515e-08
0.02400434302549935,1.013687573473774e-08
0.02400434303476916,1.013688440495191e-08
0.02400434304336414,1.013688316968217e-08
0.02400434305334446,1.013686729321667e-08
0.02400434306152298,1.013685456927379e-08
0.02400434306905186,1.01368429427294e-08
0.02400434307538595,1.013683133574923e-08
0.02400434308472062,1.013681125793446e-08
0.02400434309200039,1.013680197960047e-08
0.02400434310047231,1.013679058787035e-08
0.02400434310408131,1.013678561451894e-08
0.02400434310878769,1.013677943994816e-08
0.02400434311315414,1.013677369204702e-08
0.02400434311766641,1.01367674255007e-08
0.02400434312130179,1.013676232751132e-08
0.02400434312733657,1.013675349223683e-08
0.02400434313307227,1.013674630379398e-08
0.02400434313868868,1.013673997091672e-08
0.02400434314288995,1.013673501708758e-08
0.02400434314729259,1.01367304538964e-08
0.0240043431508075,1.013672739292903e-08
0.02400434315624997,1.013672423008746e-08
0.02400434316074756,1.013672205611033e-08
0.02400434316807251,1.01367160181085e-08
0.02400434317208623,1.013671131202764e-08
0.02400434317711576,1.013670580997994e-08
0.02400434318259049,1.013669880305857e-08
0.02400434319237776,1.013668503443258e-08
0.02400434320262496,1.013667127696328e-08
0.02400434321636484,1.013665554071519e-08
0.0240043432256819,1.013664824998134e-08
0.02400434323832795,1.013664138264626e-08
0.02400434325401224,1.013663520131696e-08
0.02400434327437411,1.013662982056523e-08
0.0240043432983033,1.013662401384534e-08
0.02400434332264342,1.013661868882129e-08
0.02400434333689493,1.013661578700605e-08
0.02400434335090899,1.013661093182845e-08
0.02400434336722826,1.013660732200024e-08
0.02400434338688389,1.01366030593522e-08
0.02400434340522106,1.013659941082412e-08
0.02400434342375878,1.013659720053187e-08
0.02400434343761684,1.013659524144182e-08
0.02400434345616613,1.01365928192106e-08
0.02400434346667932,1.013659351943501e-08
0.02400434348041051,1.013659506874745e-08
0.02400434349368333,1.013659676133953e-08
0.0240043435089544,1.013660101260451e-08
0.02400434352248567,1.013660304493183e-08
0.02400434353753481,1.013660349143837e-08
0.02400434354959722,1.013660308611531e-08
0.02400434356142253,1.013660292221401e-08
0.02400434357351815,1.013660408159651e-08
0.02400434358484079,1.013660592259987e-08
0.0240043435931024,1.013660580100891e-08
0.0240043436030388,1.013660531445865e-08
0.02400434361238845,1.01366049528545e-08
0.02400434362224603,1.013660655840885e-08
0.02400434362961127,1.013660693019152e-08
0.02400434363828729,1.013660637572944e-08
0.02400434364504636,1.01366068794775e-08
0.02400434365527318,1.013660685922316e-08
0.02400434365975836,1.01366063563052e-08
0.02400434366685761,1.013660523627709e-08
0.02400434367242416,1.013660445534295e-08
0.02400434367866946,1.013660506925859e-08
0.02400434368418046,1.013660519069433e-08
0.02400434369207547,1.013660589177361e-08
0.02400434369825556,1.013660689555001e-08
0.02400434370474092,1.013660788831133e-08
0.02400434370823677,1.013660848180514e-08
0.0240043437114435,1.01366090284521e-08
0.0240043437141745,1.013660926128782e-08
0.02400434371963651,1.013660988148393e-08
0.02400434372463342,1.013661023006353e-08
0.02400434373462726,1.013661076100814e-08
0.02400434374150735,1.013661093911324e-08
0.02400434375035885,1.013661092388547e-08
0.02400434375905772,1.013661100541086e-08
0.02400434376692033,1.013661087837948e-08
0.02400434377446199,1.013661080907839e-08
0.0240043437836278,1.013661063917084e-08
0.02400434379096909,1.013661055565795e-08
0.02400434379960523,1.013661035545714e-08
0.02400434380826526,1.013661032122964e-08
0.02400434382052903,1.013661028041153e-08
0.02400434383242918,1.013661006112352e-08
0.02400434384342162,1.013661000297069e-08
0.02400434384859846,1.013660991694858e-08
0.02400434385611067,1.013660975497996e-08
0.02400434386205602,1.013660980705099e-08
0.02400434386888538,1.013660974926386e-08
0.02400434387545467,1.013660969690516e-08
0.02400434388285827,1.013660971012193e-08
0.02400434388603262,1.013660958140258e-08
0.02400434389109032,1.013660949392028e-08
0.02400434389485494,1.01366095046229e-08
0.02400434390006077,1.013660958030501e-08
0.02400434390477772,1.013660946464084e-08
0.02400434391146791,1.013660949586335e-08
0.02400434391870214,1.013660940372354e-08
0.02400434392731792,1.013660935343184e-08
0.02400434393348417,1.013660932141287e-08
0.02400434394159712,1.013660921911395e-08
0.02400434394899476,1.013660927438546e-08
0.02400434395801703,1.013660929317726e-08
0.02400434396357199,1.013660920344106e-08
0.02400434397195506,1.013660914564123e-08
0.02400434398039425,1.013660909659586e-08
0.02400434399025942,1.013660918570799e-08
0.02400434399706016,1.013660908179066e-08
0.02400434400595109,1.013660911185312e-08
0.02400434401616003,1.013660890859389e-08
0.02400434402527232,1.013660865859495e-08
0.02400434403079986,1.01366086665208e-08
0.02400434404009566,1.01366086175431e-08
0.02400434404852329,1.013660861464772e-08
0.02400434405921179,1.01366089711046e-08
0.02400434406666073,1.013660873234951e-08
0.02400434407787954,1.013660846197538e-08
0.02400434408765617,1.013660822428402e-08
0.0240043440975941,1.013660787622151e-08
0.02400434410916595,1.013660723972492e-08
0.02400434412286681,1.013660826700608e-08
0.02400434413149084,1.01366078358601e-08
0.02400434414169603,1.013660789766476e-08
0.02400434415411219,1.013660792696149e-08
0.02400434416604599,1.013660806963119e-08
0.02400434417570121,1.013660829095762e-08
0.02400434418330189,1.013660830547636e-08
0.0240043441893001,1.013660864949062e-08
0.02400434419519015,1.013660871119725e-08
0.02400434420088926,1.013660867678333e-08
0.02400434420929187,1.013660873796372e-08
0.02400434421656394,1.013660852635081e-08
0.02400434422465968,1.013660811883074e-08
0.02400434422832494,1.013660793872959e-08
0.02400434423331902,1.013660766574441e-08
0.0240043442371604,1.013660765171019e-08
0.02400434424249567,1.013660775450489e-08
0.02400434424696735,1.013660772497805e-08
0.02400434425120493,1.013660775993633e-08
0.02400434425568668,1.013660789444144e-08
0.02400434426001923,1.013660789215177e-08
0.02400434426457044,1.013660804254927e-08
0.02400434427144164,1.013660817316036e-08
0.02400434427792398,1.013660813890397e-08
0.02400434428499736,1.013660806533846e-08
0.02400434429060491,1.013660809586127e-08
0.02400434429781539,1.013660792544015e-08
0.02400434430327163,1.013660789259327e-08
0.02400434430952854,1.013660764644113e-08
0.02400434431409283,1.013660778717212e-08
0.02400434431902034,1.013660784293444e-08
0.02400434432514943,1.013660785631721e-08
0.02400434433303127,1.01366079588487e-08
0.0240043443410163,1.013660783139015e-08
0.02400434434828992,1.013660781881446e-08
0.02400434435430391,1.013660767896235e-08
0.02400434436179223,1.013660723391649e-08
0.02400434436854899,1.01366069914751e-08
0.02400434437642425,1.013660725070862e-08
0.02400434437951588,1.013660708593091e-08
0.02400434438393464,1.013660658103591e-08
0.02400434438973636,1.01366069459012e-08
0.02400434439515184,1.013660760866473e-08
0.02400434440036731,1.013660788167351e-08
0.02400434440754829,1.013660825972876e-08
0.02400434441346322,1.01366086741688e-08
0.02400434442045089,1.013660903295304e-08
0.02400434442444709,1.013660906278587e-08
0.02400434442986342,1.013660929526477e-08
